pin10,capture_da,DFIRM_ID,VERSION_ID,FLD_AR_ID,STUDY_TYP,FLD_ZONE,ZONE_SUBTY,mncplty,pltcltw,assssrn,assssrb,ff_score,in_sfha
0921105026,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,180,203,,
0921105027,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,180,234,,
0921105028,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,180,234,,
0921105030,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,180,234,,
0921105031,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,180,EX,,
0921105032,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,180,278,,
0921105033,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,204,,
0921105034,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,203,,
0921105035,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,180,203,,
0921105036,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,180,203,,
0921105037,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,180,234,,
0921105038,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,180,234,,
0921105039,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,180,234,,
0921105040,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,180,278,,
0921105041,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,180,234,,
0921106009,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,91,EX,,
0921106010,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,91,EX,,
0921107005,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_1914,NP,AE,NA,Des Plaines,Town of Maine,91,100,,
0921107009,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_1914,NP,AE,NA,Des Plaines,Town of Maine,91,593,,
0921107010,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_1914,NP,AE,NA,Des Plaines,Town of Maine,91,593,,
0921107011,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_1914,NP,AE,NA,Des Plaines,Town of Maine,91,592,,
0921107013,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_1914,NP,AE,NA,Des Plaines,Town of Maine,91,593,,
0921107026,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,91,EX,,
0921107028,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_1914,NP,AE,NA,Des Plaines,Town of Maine,91,522,,
0921107029,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_1914,NP,AE,NA,Des Plaines,Town of Maine,91,517,,
0921107032,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_1914,NP,AE,NA,Des Plaines,Town of Maine,91,522,,
0921107033,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_1914,NP,AE,NA,Des Plaines,Town of Maine,91,100,,
0921107036,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_1914,NP,AE,NA,Des Plaines,Town of Maine,91,522,,
0921107039,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_1914,NP,AE,NA,Des Plaines,Town of Maine,91,593,,
0921107040,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_1914,NP,AE,NA,Des Plaines,Town of Maine,91,593,,
0921107041,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_1914,NP,AE,NA,Des Plaines,Town of Maine,91,522,,
0921107042,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_1914,NP,AE,NA,Des Plaines,Town of Maine,91,580,,
0921107043,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_1914,NP,AE,NA,Des Plaines,Town of Maine,91,522,,
0921107044,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_1960,NP,AE,NA,Des Plaines,Town of Maine,91,203,,
0921107052,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_1914,NP,AE,NA,Des Plaines,Town of Maine,91,590,,
0921107053,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_1914,NP,AE,NA,Des Plaines,Town of Maine,91,597,,
0921107054,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_1914,NP,AE,NA,Des Plaines,Town of Maine,91,597,,
0921107055,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_1914,NP,AE,NA,Des Plaines,Town of Maine,91,EX,,
0921107057,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,91,100,,
0921108013,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_1914,NP,AE,NA,Des Plaines,Town of Maine,91,203,,
0921108014,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_1914,NP,AE,NA,Des Plaines,Town of Maine,91,203,,
0921108017,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_1914,NP,AE,NA,Des Plaines,Town of Maine,91,202,,
0921200044,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_2220,NP,AE,NA,Des Plaines,Town of Maine,91,203,,
0921200047,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,145,203,,
0921200048,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_1960,NP,AE,NA,Des Plaines,Town of Maine,145,203,,
0921200058,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_1960,NP,AE,NA,Des Plaines,Town of Maine,145,204,,
0921200065,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_1960,NP,AE,NA,Des Plaines,Town of Maine,145,204,,
0921200080,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,91,203,,
0921200088,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_2220,NP,AE,NA,Des Plaines,Town of Maine,91,204,,
0921200089,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,91,204,,
0921204053,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_4069,NP,AE,NA,Park Ridge,Town of Maine,111,592,,
0921206013,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_4069,NP,AE,NA,Park Ridge,Town of Maine,111,592,,
0921300005,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,203,,
0921300007,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,234,,
0921300008,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,202,,
0921300009,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,203,,
0921300010,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,202,,
0921300011,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,203,,
0921300012,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,202,,
0921300021,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,204,,
0921300022,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,203,,
0921300023,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,203,,
0921300024,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,205,,
0921300025,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,234,,
0921300026,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,202,,
0921300027,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,234,,
0921300028,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,203,,
0921300029,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,205,,
0921300030,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,203,,
0921300034,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,203,,
0921300038,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,241,,
0921300040,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,203,,
0921300041,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,203,,
0921300042,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,203,,
0921300043,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,203,,
0921300044,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,203,,
0921301003,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,140,203,,
0921301006,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,140,203,,
0921301007,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,140,203,,
0921301014,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,140,203,,
0921301016,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,140,203,,
0921301017,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,140,206,,
0921301018,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,140,241,,
0921301020,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,140,204,,
0921301021,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,140,234,,
0921301022,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,140,234,,
0921301023,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,140,234,,
0921301024,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,140,241,,
0921302016,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_1815,NP,AE,NA,Des Plaines,Town of Maine,140,597,,
0921302020,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,140,208,,
0921302029,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,140,234,,
0921302030,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,140,278,,
0921302031,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,140,278,,
0921302032,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,140,203,,
0921302033,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,140,203,,
0921302034,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,140,278,,
0921302036,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,140,204,,
0921302037,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,140,204,,
0921302038,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,140,204,,
0921302039,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,140,204,,
0921302040,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,140,204,,
0921302041,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,140,204,,
0921302045,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,140,204,,
0921302046,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_1408,NP,AE,NA,Des Plaines,Town of Maine,140,204,,
0921302048,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,140,204,,
0921302049,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,140,204,,
0921302050,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,140,204,,
0921302051,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,140,204,,
0921302052,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,140,204,,
0921302053,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,140,204,,
0921302054,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,140,204,,
0921302057,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_1815,NP,AE,NA,Des Plaines,Town of Maine,140,597,,
0921302059,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,140,203,,
0921302060,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,140,234,,
0921302061,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,140,204,,
0921302062,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,140,234,,
0921302063,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,140,234,,
0921302064,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,140,278,,
0921302065,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,140,278,,
0921302068,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,140,234,,
0921302071,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,140,204,,
0921302072,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,140,204,,
0921302076,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,140,204,,
0921302077,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,140,278,,
0921302078,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,140,206,,
0921302079,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,140,203,,
0921302083,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,140,202,,
0921302084,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,140,203,,
0921302085,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,140,204,,
0921302086,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,140,241,,
0921303008,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,202,,
0921303009,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,203,,
0921303010,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,278,,
0921303011,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,203,,
0921303012,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,203,,
0921303013,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,202,,
0921303014,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,205,,
0921303015,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,203,,
0921303024,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,203,,
0921303025,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,204,,
0921303026,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,202,,
0921303027,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,278,,
0921303028,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,203,,
0921303029,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,202,,
0921303030,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,204,,
0921303031,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,202,,
0921303036,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,203,,
0921303039,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,203,,
0921303040,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,203,,
0921303041,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,203,,
0921303042,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,202,,
0921303043,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,100,,
0921303044,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,203,,
0921303045,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,203,,
0921304001,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,140,203,,
0921304002,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,140,203,,
0921304003,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,140,203,,
0921304004,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,140,241,,
0921304005,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,140,204,,
0921304013,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,140,204,,
0921304014,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,140,204,,
0921304018,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,140,204,,
0921304019,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,140,203,,
0921304020,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,140,203,,
0921304021,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,140,203,,
0921304022,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,140,203,,
0921304023,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,140,203,,
0921304024,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,140,203,,
0921304025,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,140,204,,
0921304026,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_7753,NP,AE,FLOODWAY,Des Plaines,Town of Maine,140,241,,
0921305009,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,234,,
0921305012,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,206,,
0921305013,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,203,,
0921305014,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,203,,
0921305019,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,203,,
0921305021,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,203,,
0921305029,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,203,,
0921305030,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,202,,
0921305032,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,205,,
0921305033,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,278,,
0921305034,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,203,,
0921305036,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,203,,
0921305037,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,206,,
0921305038,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,203,,
0921305039,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,206,,
0921305054,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,202,,
0921305056,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,202,,
0921305061,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,206,,
0921305062,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,203,,
0921305063,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,202,,
0921305069,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,234,,
0921305071,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,278,,
0921307001,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,204,,
0921307002,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,203,,
0921307003,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,203,,
0921307006,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,203,,
0921307011,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,203,,
0921307012,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,203,,
0921307013,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,203,,
0921307015,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,203,,
0921307016,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_4191,NP,AE,NA,Des Plaines,Town of Maine,180,202,,
0921312005,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_7770,NP,AE,NA,Des Plaines,Town of Maine,180,205,,
0921312006,8/3/2019-8/28/2019,17031C,1.1.1.0,17031C_7770,NP,AE,NA,Des Plaines,Town of Maine,180,203,,
