pin10,capture_da,DFIRM_ID,VERSION_ID,FLD_AR_ID,STUDY_TYP,FLD_ZONE,ZONE_SUBTY,mncplty,pltcltw,assssrn,assssrb,ff_score,in_sfha
0101410001,6/13/2020-7/1/2020,17031C,1.1.1.0,17031C_2570,NP,A,NA,Unincorporated,Town of Barrington,11,203,,
0101410007,6/13/2020-7/1/2020,17031C,1.1.1.0,17031C_2570,NP,A,NA,Unincorporated,Town of Barrington,11,204,,
0102100029,6/13/2020-7/1/2020,17031C,1.1.1.0,17031C_3918,NP,A,NA,Barrington Hills,Town of Barrington,21,208,,
0102100035,6/13/2020-7/1/2020,17031C,1.1.1.0,17031C_3918,NP,A,NA,Barrington Hills,Town of Barrington,21,278,,
0102100037,6/13/2020-7/1/2020,17031C,1.1.1.0,17031C_3918,NP,A,NA,Barrington Hills,Town of Barrington,21,204,,
0102100041,6/13/2020-7/1/2020,17031C,1.1.1.0,17031C_3918,NP,A,NA,Barrington Hills,Town of Barrington,21,204,,
0102200002,6/13/2020-7/1/2020,17031C,1.1.1.0,17031C_3918,NP,A,NA,Barrington,Town of Barrington,12,580,,
0102200010,6/13/2020-7/1/2020,17031C,1.1.1.0,17031C_3918,NP,A,NA,Barrington,Town of Barrington,12,593,,
0102300022,6/13/2020-7/1/2020,17031C,1.1.1.0,17031C_3918,NP,A,NA,Barrington Hills,Town of Barrington,21,234,1,In SFHA
0102300023,6/13/2020-7/1/2020,17031C,1.1.1.0,17031C_3918,NP,A,NA,Barrington Hills,Town of Barrington,21,208,,
0102300033,6/13/2020-7/1/2020,17031C,1.1.1.0,17031C_3918,NP,A,NA,Barrington Hills,Town of Barrington,21,204,,
0102300034,6/13/2020-7/1/2020,17031C,1.1.1.0,17031C_3918,NP,A,NA,Barrington Hills,Town of Barrington,21,224,,
0102300035,6/13/2020-7/1/2020,17031C,1.1.1.0,17031C_3918,NP,A,NA,Barrington Hills,Town of Barrington,21,208,,
0102300037,6/13/2020-7/1/2020,17031C,1.1.1.0,17031C_3918,NP,A,NA,Barrington Hills,Town of Barrington,21,208,,
0102300038,6/13/2020-7/1/2020,17031C,1.1.1.0,17031C_3918,NP,A,NA,Barrington Hills,Town of Barrington,21,278,,
0102300044,6/13/2020-7/1/2020,17031C,1.1.1.0,17031C_3918,NP,A,NA,Barrington Hills,Town of Barrington,21,278,,
0102300045,6/13/2020-7/1/2020,17031C,1.1.1.0,17031C_3918,NP,A,NA,Barrington Hills,Town of Barrington,21,278,,
0102300053,6/13/2020-7/1/2020,17031C,1.1.1.0,17031C_3918,NP,A,NA,Barrington Hills,Town of Barrington,21,204,,
0103400031,6/13/2020-7/1/2020,17031C,1.1.1.0,17031C_3918,NP,A,NA,Barrington Hills,Town of Barrington,21,204,,
0103400033,6/13/2020-7/1/2020,17031C,1.1.1.0,17031C_3918,NP,A,NA,Barrington Hills,Town of Barrington,21,206,,
0106100034,6/13/2020-7/1/2020,17031C,1.1.1.0,17031C_1205,NP,A,NA,Barrington Hills,Town of Barrington,21,278,,
0106100050,6/13/2020-7/1/2020,17031C,1.1.1.0,17031C_1205,NP,A,NA,Barrington Hills,Town of Barrington,21,278,,
0109204027,7/3/2011-7/1/2020,17031C,1.1.1.0,17031C_7783,NP,A,NA,Barrington Hills,Town of Barrington,21,209,,
0110102024,7/3/2011-7/1/2020,17031C,1.1.1.0,17031C_7783,NP,A,NA,Barrington Hills,Town of Barrington,21,209,,
0110200001,7/3/2011-7/1/2020,17031C,1.1.1.0,17031C_7783,NP,A,NA,Barrington Hills,Town of Barrington,21,234,,
0110202042,7/3/2011-7/1/2020,17031C,1.1.1.0,17031C_142,NP,A,NA,Barrington Hills,Town of Barrington,21,209,,
0111105038,NA,17031C,1.1.1.0,17031C_142,NP,A,NA,Barrington Hills,Town of Barrington,21,204,,
0111105040,NA,17031C,1.1.1.0,17031C_142,NP,A,NA,Barrington Hills,Town of Barrington,21,209,,
0111105045,7/3/2011-7/1/2020,17031C,1.1.1.0,17031C_142,NP,A,NA,Barrington Hills,Town of Barrington,21,201,,
0111201001,NA,17031C,1.1.1.0,17031C_2795,NP,A,NA,Barrington Hills,Town of Barrington,21,234,,
0111201007,NA,17031C,1.1.1.0,17031C_2795,NP,A,NA,Barrington Hills,Town of Barrington,21,206,,
0111201009,NA,17031C,1.1.1.0,17031C_2795,NP,A,NA,Barrington Hills,Town of Barrington,21,204,,
0111201020,NA,17031C,1.1.1.0,17031C_2795,NP,A,NA,Barrington Hills,Town of Barrington,21,204,,
0111201022,NA,17031C,1.1.1.0,17031C_2795,NP,A,NA,Barrington Hills,Town of Barrington,21,241,,
0111202033,NA,17031C,1.1.1.0,17031C_2795,NP,A,NA,Barrington Hills,Town of Barrington,21,278,,
0113103003,NA,17031C,1.1.1.0,17031C_142,NP,A,NA,Inverness,Town of Barrington,31,278,,
0113105011,NA,17031C,1.1.1.0,17031C_142,NP,A,NA,Inverness,Town of Barrington,31,209,,
0113105015,NA,17031C,1.1.1.0,17031C_142,NP,A,NA,Inverness,Town of Barrington,31,209,,
0113105021,NA,17031C,1.1.1.0,17031C_142,NP,A,NA,Inverness,Town of Barrington,31,209,,
0113105027,NA,17031C,1.1.1.0,17031C_142,NP,A,NA,Inverness,Town of Barrington,31,278,,
0113205003,NA,17031C,1.1.1.0,17031C_142,NP,A,NA,Inverness,Town of Barrington,31,209,,
0113205024,NA,17031C,1.1.1.0,17031C_142,NP,A,NA,Inverness,Town of Barrington,31,209,,
0113302003,NA,17031C,1.1.1.0,17031C_2833,NP,A,NA,Inverness,Town of Barrington,24,203,,
0113401007,NA,17031C,1.1.1.0,17031C_2022,NP,A,NA,Inverness,Town of Barrington,30,204,,
0113401008,NA,17031C,1.1.1.0,17031C_2022,NP,A,NA,Inverness,Town of Barrington,30,204,,
0113401009,NA,17031C,1.1.1.0,17031C_2022,NP,A,NA,Inverness,Town of Barrington,30,278,,
0113401011,NA,17031C,1.1.1.0,17031C_2022,NP,A,NA,Inverness,Town of Barrington,30,204,,
0113401013,NA,17031C,1.1.1.0,17031C_2022,NP,A,NA,Inverness,Town of Barrington,30,204,,
0113401015,NA,17031C,1.1.1.0,17031C_2022,NP,A,NA,Inverness,Town of Barrington,30,208,,
0113401017,NA,17031C,1.1.1.0,17031C_2022,NP,A,NA,Inverness,Town of Barrington,30,278,,
0113401019,NA,17031C,1.1.1.0,17031C_2022,NP,A,NA,Inverness,Town of Barrington,30,278,,
0113401023,NA,17031C,1.1.1.0,17031C_2022,NP,A,NA,Inverness,Town of Barrington,30,208,,
0113401024,NA,17031C,1.1.1.0,17031C_2022,NP,A,NA,Inverness,Town of Barrington,30,204,,
0113401025,NA,17031C,1.1.1.0,17031C_2022,NP,A,NA,Inverness,Town of Barrington,30,204,,
0113401031,NA,17031C,1.1.1.0,17031C_2833,NP,A,NA,Inverness,Town of Barrington,30,204,,
0117200008,NA,17031C,1.1.1.0,17031C_1205,NP,A,NA,Barrington Hills,Town of Barrington,21,209,,
0117300001,NA,17031C,1.1.1.0,17031C_7716,NP,A,NA,Barrington Hills,Town of Barrington,21,204,,
0120201006,NA,17031C,1.1.1.0,17031C_7716,NP,A,NA,Barrington Hills,Town of Barrington,21,278,,
0120201007,NA,17031C,1.1.1.0,17031C_7716,NP,A,NA,Barrington Hills,Town of Barrington,21,278,,
0120201016,NA,17031C,1.1.1.0,17031C_7716,NP,A,NA,Barrington Hills,Town of Barrington,21,278,,
0120201017,NA,17031C,1.1.1.0,17031C_7716,NP,A,NA,Barrington Hills,Town of Barrington,21,204,,
0121205006,NA,17031C,1.1.1.0,17031C_7716,NP,A,NA,Barrington Hills,Town of Barrington,21,204,,
0122302002,NA,17031C,1.1.1.0,17031C_7656,NP,A,NA,South Barrington,Town of Barrington,31,209,,
0122400059,NA,17031C,1.1.1.0,17031C_7656,NP,A,NA,South Barrington,Town of Barrington,31,209,,
0122400062,NA,17031C,1.1.1.0,17031C_7656,NP,A,NA,South Barrington,Town of Barrington,31,208,,
0128200007,NA,17031C,1.1.1.0,17031C_7656,NP,A,NA,South Barrington,Town of Barrington,24,202,,
0135400022,NA,17031C,1.1.1.0,17031C_3849,NP,AE,FLOODWAY,South Barrington,Town of Barrington,24,190,,
0135401015,NA,17031C,1.1.1.0,17031C_1488,NP,A,NA,South Barrington,Town of Barrington,24,EX,,
0135401022,NA,17031C,1.1.1.0,17031C_1488,NP,A,NA,South Barrington,Town of Barrington,24,528,,
0201304013,6/13/2020-7/1/2020,17031C,2.3.3.0,17031C_4732,SFHAs WITH HIGH FLOOD RISK,AE,NA,Palatine,Town of Palatine,22,203,,
0201304014,6/13/2020-7/1/2020,17031C,2.3.3.0,17031C_4732,SFHAs WITH HIGH FLOOD RISK,AE,NA,Palatine,Town of Palatine,22,234,,
0201400016,6/13/2020-7/1/2020,17031C,1.1.1.0,17031C_176,NP,AE,FLOODWAY,Palatine,Town of Palatine,22,299,,
0201400018,6/13/2020-7/1/2020,17031C,1.1.1.0,17031C_176,NP,AE,FLOODWAY,Palatine,Town of Palatine,22,299,,
0202400012,6/13/2020-7/1/2020,17031C,1.1.1.0,17031C_3464,NP,AE,FLOODWAY,Palatine,Town of Palatine,22,204,,
0202400013,6/13/2020-7/1/2020,17031C,1.1.1.0,17031C_3464,NP,AE,FLOODWAY,Palatine,Town of Palatine,22,202,,
0202400014,6/13/2020-7/1/2020,17031C,1.1.1.0,17031C_3464,NP,AE,FLOODWAY,Palatine,Town of Palatine,22,203,,
0202400031,6/13/2020-7/1/2020,17031C,1.1.1.0,17031C_3464,NP,AE,FLOODWAY,Palatine,Town of Palatine,22,203,,
0202400073,6/13/2020-7/1/2020,17031C,1.1.1.0,17031C_3464,NP,AE,FLOODWAY,Palatine,Town of Palatine,22,278,,
0202400075,6/13/2020-7/1/2020,17031C,1.1.1.0,17031C_3456,NP,AE,NA,Palatine,Town of Palatine,22,202,,
0202408014,6/13/2020-7/1/2020,17031C,1.1.1.0,17031C_3464,NP,AE,FLOODWAY,Palatine,Town of Palatine,22,203,,
0203105035,6/13/2020-7/1/2020,17031C,1.1.1.0,17031C_1481,NP,A,NA,Palatine,Town of Palatine,50,208,,
0204300003,6/13/2020-7/1/2020,17031C,1.1.1.0,17031C_1704,NP,A,NA,Unincorporated,Town of Palatine,11,EX,,
0207306012,NA,17031C,1.1.1.0,17031C_7733,NP,A,NA,Inverness,Town of Palatine,11,209,,
0209203027,7/3/2011-7/1/2020,17031C,1.1.1.0,17031C_3845,NP,A,NA,Palatine,Town of Palatine,50,278,,
0209203028,7/3/2011-7/1/2020,17031C,1.1.1.0,17031C_3845,NP,A,NA,Palatine,Town of Palatine,50,278,,
0209203029,7/3/2011-7/1/2020,17031C,1.1.1.0,17031C_3845,NP,A,NA,Palatine,Town of Palatine,50,278,,
0209203041,7/3/2011-7/1/2020,17031C,1.1.1.0,17031C_3845,NP,A,NA,Palatine,Town of Palatine,50,278,,
0210201024,8/24/2019-7/1/2020,17031C,1.1.1.0,17031C_3507,NP,AE,NA,Palatine,Town of Palatine,170,278,,
0210215019,8/24/2019-7/1/2020,17031C,1.1.1.0,17031C_3995,NP,AE,FLOODWAY,Palatine,Town of Palatine,170,241,,
0210215020,8/24/2019-7/1/2020,17031C,1.1.1.0,17031C_3995,NP,AE,FLOODWAY,Palatine,Town of Palatine,170,295,,
0211101001,8/24/2019-7/1/2020,17031C,1.1.1.0,17031C_3464,NP,AE,FLOODWAY,Palatine,Town of Palatine,22,204,,
0211108038,8/24/2019-7/1/2020,17031C,1.1.1.0,17031C_3464,NP,AE,FLOODWAY,Palatine,Town of Palatine,70,203,,
0212310013,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_1047,NP,AE,NA,Palatine,Town of Palatine,43,278,,
0212400002,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_131,NP,AE,NA,Palatine,Town of Palatine,43,396,,
0212406002,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_1047,NP,AE,NA,Palatine,Town of Palatine,43,204,,
0212406005,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_1047,NP,AE,NA,Palatine,Town of Palatine,43,204,,
0212406009,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_1047,NP,AE,NA,Palatine,Town of Palatine,43,204,,
0212406010,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_1047,NP,AE,NA,Palatine,Town of Palatine,43,204,,
0212406011,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_1047,NP,AE,NA,Palatine,Town of Palatine,43,208,,
0212406012,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_1047,NP,AE,NA,Palatine,Town of Palatine,43,204,,
0212406023,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_1047,NP,AE,NA,Palatine,Town of Palatine,43,278,,
0212410056,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_1433,NP,AE,FLOODWAY,Palatine,Town of Palatine,43,299,,
0213316004,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_3094,NP,AE,FLOODWAY,Palatine,Town of Palatine,70,203,,
0213316005,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_3094,NP,AE,FLOODWAY,Palatine,Town of Palatine,70,207,,
0213316006,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_3094,NP,AE,FLOODWAY,Palatine,Town of Palatine,70,203,1,Not SFHA
0213316007,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_3094,NP,AE,FLOODWAY,Palatine,Town of Palatine,70,203,,
0213316026,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_3094,NP,AE,FLOODWAY,Palatine,Town of Palatine,70,203,,
0214205014,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_1432,NP,AE,FLOODWAY,Palatine,Town of Palatine,70,234,,
0214205030,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_1432,NP,AE,FLOODWAY,Palatine,Town of Palatine,70,203,,
0215200050,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_4479,NP,AE,NA,Palatine,Town of Palatine,60,295,,
0215200051,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_4479,NP,AE,NA,Palatine,Town of Palatine,60,295,,
0215302010,7/3/2011-8/28/2019,17031C,1.1.1.0,17031C_401,NP,AE,NA,Palatine,Town of Palatine,60,EX,,
0215303047,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_1939,NP,AE,NA,Palatine,Town of Palatine,60,EX,,
0215303049,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_1939,NP,AE,NA,Palatine,Town of Palatine,60,EX,,
0215303051,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_1939,NP,AE,NA,Palatine,Town of Palatine,60,204,,
0215303056,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_1939,NP,AE,NA,Palatine,Town of Palatine,60,299,,
0215304079,7/3/2011-8/28/2019,17031C,1.1.1.0,17031C_1364,NP,AE,FLOODWAY,Palatine,Town of Palatine,60,295,,
0215304080,7/3/2011-8/28/2019,17031C,1.1.1.0,17031C_1364,NP,AE,FLOODWAY,Palatine,Town of Palatine,60,295,,
0215304081,7/3/2011-8/28/2019,17031C,1.1.1.0,17031C_1364,NP,AE,FLOODWAY,Palatine,Town of Palatine,60,295,,
0215304084,7/3/2011-8/28/2019,17031C,1.1.1.0,17031C_1364,NP,AE,FLOODWAY,Palatine,Town of Palatine,60,100,,
0215304089,7/3/2011-8/28/2019,17031C,1.1.1.0,17031C_1364,NP,AE,FLOODWAY,Palatine,Town of Palatine,60,100,,
0216405017,NA,17031C,1.1.1.0,17031C_1157,NP,AE,NA,Palatine,Town of Palatine,60,203,,
0216405018,NA,17031C,1.1.1.0,17031C_1157,NP,AE,NA,Palatine,Town of Palatine,60,278,,
0216406005,NA,17031C,1.1.1.0,17031C_436,NP,AE,NA,Palatine,Town of Palatine,60,234,,
0216406011,NA,17031C,1.1.1.0,17031C_436,NP,AE,NA,Palatine,Town of Palatine,60,278,,
0216410008,NA,17031C,1.1.1.0,17031C_1157,NP,AE,NA,Palatine,Town of Palatine,60,203,,
0216410013,NA,17031C,1.1.1.0,17031C_3877,NP,AE,FLOODWAY,Palatine,Town of Palatine,60,203,,
0216411024,NA,17031C,1.1.1.0,17031C_436,NP,AE,NA,Palatine,Town of Palatine,60,295,,
0216416022,NA,17031C,1.1.1.0,17031C_436,NP,AE,NA,Palatine,Town of Palatine,140,202,,
0217303013,NA,17031C,1.1.1.0,17031C_3877,NP,AE,FLOODWAY,Inverness,Town of Palatine,31,234,,
0217308033,NA,17031C,1.1.1.0,17031C_2941,NP,AE,FLOODWAY,Inverness,Town of Palatine,31,203,,
0217308037,NA,17031C,1.1.1.0,17031C_2941,NP,AE,FLOODWAY,Inverness,Town of Palatine,31,203,,
0217308038,NA,17031C,1.1.1.0,17031C_2941,NP,AE,FLOODWAY,Inverness,Town of Palatine,31,203,,
0217400016,NA,17031C,1.1.1.0,17031C_1012,NP,AE,NA,Inverness,Town of Palatine,41,208,,
0218101021,NA,17031C,1.1.1.0,17031C_7733,NP,A,NA,Inverness,Town of Palatine,11,204,,
0218101022,NA,17031C,1.1.1.0,17031C_7733,NP,A,NA,Inverness,Town of Palatine,11,278,,
0218102009,NA,17031C,1.1.1.0,17031C_7733,NP,A,NA,Inverness,Town of Palatine,11,208,,
0218103025,NA,17031C,1.1.1.0,17031C_7733,NP,A,NA,Inverness,Town of Palatine,11,204,,
0218313015,NA,17031C,1.1.1.0,17031C_2022,NP,A,NA,Hoffman Estates,Town of Palatine,32,278,,
0218313016,NA,17031C,1.1.1.0,17031C_2022,NP,A,NA,Hoffman Estates,Town of Palatine,32,278,,
0218313017,NA,17031C,1.1.1.0,17031C_2022,NP,A,NA,Hoffman Estates,Town of Palatine,32,278,,
0218313018,NA,17031C,1.1.1.0,17031C_2022,NP,A,NA,Hoffman Estates,Town of Palatine,32,278,,
0218313046,NA,17031C,1.1.1.0,17031C_2022,NP,A,NA,Hoffman Estates,Town of Palatine,32,278,,
0218313047,NA,17031C,1.1.1.0,17031C_2022,NP,A,NA,Hoffman Estates,Town of Palatine,32,278,,
0218313048,NA,17031C,1.1.1.0,17031C_2022,NP,A,NA,Hoffman Estates,Town of Palatine,32,204,,
0218313049,NA,17031C,1.1.1.0,17031C_2022,NP,A,NA,Hoffman Estates,Town of Palatine,32,278,,
0218313054,NA,17031C,1.1.1.0,17031C_2022,NP,A,NA,Hoffman Estates,Town of Palatine,32,278,,
0218313055,NA,17031C,1.1.1.0,17031C_2022,NP,A,NA,Hoffman Estates,Town of Palatine,32,278,,
0218313056,NA,17031C,1.1.1.0,17031C_2022,NP,A,NA,Hoffman Estates,Town of Palatine,32,278,,
0218313057,NA,17031C,1.1.1.0,17031C_2022,NP,A,NA,Hoffman Estates,Town of Palatine,32,278,,
0218313059,NA,17031C,1.1.1.0,17031C_2022,NP,A,NA,Hoffman Estates,Town of Palatine,32,278,,
0218313060,NA,17031C,1.1.1.0,17031C_2022,NP,A,NA,Hoffman Estates,Town of Palatine,32,278,,
0218313061,NA,17031C,1.1.1.0,17031C_2022,NP,A,NA,Hoffman Estates,Town of Palatine,32,278,,
0219134001,NA,17031C,1.1.1.0,17031C_2933,NP,A,NA,Hoffman Estates,Town of Palatine,33,207,,
0220109047,NA,17031C,1.1.1.0,17031C_2941,NP,AE,FLOODWAY,Inverness,Town of Palatine,31,208,,
0221203020,NA,17031C,1.1.1.0,17031C_3877,NP,AE,FLOODWAY,Palatine,Town of Palatine,60,100,,
0222201060,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_3705,NP,AE,FLOODWAY,Palatine,Town of Palatine,60,100,,
0222209058,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_3206,NP,AE,NA,Palatine,Town of Palatine,60,203,,
0222212027,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_2806,NP,AE,NA,Palatine,Town of Palatine,60,234,,
0222216010,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_3506,NP,AE,NA,Palatine,Town of Palatine,60,203,,
0222216011,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_1402,NP,AE,FLOODWAY,Palatine,Town of Palatine,60,203,,
0222216012,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_3506,NP,AE,NA,Palatine,Town of Palatine,60,203,,
0222216013,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_1402,NP,AE,FLOODWAY,Palatine,Town of Palatine,60,234,,
0222216014,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_3206,NP,AE,NA,Palatine,Town of Palatine,60,204,,
0222216016,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_2705,NP,AE,NA,Palatine,Town of Palatine,60,203,,
0222216017,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_2705,NP,AE,NA,Palatine,Town of Palatine,60,202,,
0222216018,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_2705,NP,AE,NA,Palatine,Town of Palatine,60,205,,
0222216019,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_2705,NP,AE,NA,Palatine,Town of Palatine,60,202,,
0222216020,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_2705,NP,AE,NA,Palatine,Town of Palatine,60,203,,
0222216021,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_2705,NP,AE,NA,Palatine,Town of Palatine,60,205,,
0222216022,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_2705,NP,AE,NA,Palatine,Town of Palatine,60,203,,
0222216023,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_2705,NP,AE,NA,Palatine,Town of Palatine,60,203,,
0222216025,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_1402,NP,AE,FLOODWAY,Palatine,Town of Palatine,60,241,,
0222216026,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_1402,NP,AE,FLOODWAY,Palatine,Town of Palatine,60,204,,
0222216031,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_2705,NP,AE,NA,Palatine,Town of Palatine,60,278,,
0222223006,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_3506,NP,AE,NA,Palatine,Town of Palatine,60,206,,
0222223007,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_3506,NP,AE,NA,Palatine,Town of Palatine,60,203,,
0222223008,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_3506,NP,AE,NA,Palatine,Town of Palatine,60,203,,
0222223009,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_3506,NP,AE,NA,Palatine,Town of Palatine,60,203,,
0222403018,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_681,NP,AE,NA,Palatine,Town of Palatine,60,203,,
0222404012,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_681,NP,AE,NA,Palatine,Town of Palatine,80,278,,
0222404013,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_681,NP,AE,NA,Palatine,Town of Palatine,80,278,,
0222404014,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_681,NP,AE,NA,Palatine,Town of Palatine,80,202,,
0222404016,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_681,NP,AE,NA,Palatine,Town of Palatine,80,203,,
0222404017,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_681,NP,AE,NA,Palatine,Town of Palatine,80,234,,
0222404034,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_681,NP,AE,NA,Palatine,Town of Palatine,80,234,,
0222404035,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_681,NP,AE,NA,Palatine,Town of Palatine,80,234,,
0222404036,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_681,NP,AE,NA,Palatine,Town of Palatine,80,234,,
0222404037,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_681,NP,AE,NA,Palatine,Town of Palatine,80,234,,
0222404040,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_681,NP,AE,NA,Palatine,Town of Palatine,80,234,,
0222406030,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_2653,NP,AE,NA,Palatine,Town of Palatine,80,203,,
0222406031,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_90,NP,AE,FLOODWAY,Palatine,Town of Palatine,80,EX,,
0222407003,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_563,NP,AE,NA,Palatine,Town of Palatine,80,EX,,
0222407004,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_563,NP,AE,NA,Palatine,Town of Palatine,80,EX,,
0222409005,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_90,NP,AE,FLOODWAY,Palatine,Town of Palatine,80,EX,,
0222413001,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_90,NP,AE,FLOODWAY,Palatine,Town of Palatine,80,234,,
0222413005,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_3818,NP,AE,NA,Palatine,Town of Palatine,80,203,,
0222413006,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_3818,NP,AE,NA,Palatine,Town of Palatine,80,234,,
0222413007,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_3818,NP,AE,NA,Palatine,Town of Palatine,80,203,,
0222413008,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_3818,NP,AE,NA,Palatine,Town of Palatine,80,234,,
0222413009,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_3818,NP,AE,NA,Palatine,Town of Palatine,80,234,,
0222413010,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_3818,NP,AE,NA,Palatine,Town of Palatine,80,203,,
0224106017,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_3116,NP,AE,FLOODWAY,Palatine,Town of Palatine,70,EX,,
0224202002,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_3116,NP,AE,FLOODWAY,Palatine,Town of Palatine,70,EX,,
0225308025,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_3015,NP,AE,NA,Rolling Meadows,Town of Palatine,100,234,,
0225308026,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_3925,NP,AE,FLOODWAY,Rolling Meadows,Town of Palatine,100,EX,,
0225308027,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_3925,NP,AE,FLOODWAY,Rolling Meadows,Town of Palatine,100,EX,,
0225308028,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_3925,NP,AE,FLOODWAY,Rolling Meadows,Town of Palatine,100,EX,,
0227201017,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_125,NP,AE,FLOODWAY,Palatine,Town of Palatine,80,207,,
0227201029,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_1049,NP,AE,NA,Palatine,Town of Palatine,80,209,,
0227400004,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_3188,NP,AE,FLOODWAY,Palatine,Town of Palatine,80,209,4,
0227404002,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_1788,NP,AE,NA,Unincorporated,Town of Palatine,80,234,,
0227404003,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_1788,NP,AE,NA,Unincorporated,Town of Palatine,80,234,,
0227404004,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_1788,NP,AE,NA,Unincorporated,Town of Palatine,80,205,,
0234101043,7/3/2011-8/28/2019,17031C,1.1.1.0,17031C_4148,NP,AE,NA,Rolling Meadows,Town of Palatine,83,299,,
0234107035,7/3/2011-8/28/2019,17031C,1.1.1.0,17031C_4148,NP,AE,NA,Rolling Meadows,Town of Palatine,83,100,,
0234200010,8/24/2019-8/28/2019,17031C,1.1.1.0,17031C_531,NP,AE,NA,Schaumburg,Town of Palatine,80,313,,
