year,disasterNumber,damagedZipCode,claimcount,granted,denied,ihpAmount,flood_damaged,flood_damage_amount,renters,apartments,homes,condos,owners,home_damage_amount
2023,4728,60411,2434,1884,1884,6955537.05,1410,4186472.35,924,97,2202,18,1495,2246
2023,4728,60414,1,0,0,0,0,0,1,0,1,0,0,1
2023,4728,60415,62,33,33,76282.84,15,47880.49,27,17,36,8,35,57
2023,4728,60418,39,31,31,102006.94,14,43291.15,14,7,27,4,25,37
2023,4728,60419,2928,2266,2266,9103216.65,1644,5721394.8,902,81,2806,9,2020,2737
2023,4728,60422,277,217,217,1037062.03,177,615749.3,43,1,267,9,231,263
2023,4728,60425,447,352,352,1183546.67,246,779864.12,119,15,408,19,327,411
2023,4728,60426,2091,1616,1616,6350889.07,1292,3981614.12,826,92,1963,3,1256,1951
2023,4728,60428,757,586,586,1711928.12,318,923733.79,304,2,750,0,452,690
2023,4728,60429,1058,833,833,3227546.63,417,1907663.97,407,29,1009,12,647,974
2023,4728,60430,528,403,403,1264959.86,263,835621.56,98,21,480,22,429,495
2023,4728,60438,1332,1035,1035,3069304.06,722,1823639.06,349,83,1219,18,981,1235
2023,4728,60439,16,7,7,25920.79,5,17799.78,4,0,14,1,12,14
2023,4728,60443,809,598,598,2344724.45,435,1388585.47,209,37,747,10,600,754
2023,4728,60445,141,99,99,495566.85,75,331443.22,72,29,107,2,69,131
2023,4728,60452,113,80,80,181896.06,35,133869.51,33,9,104,0,80,102
2023,4728,60453,307,199,199,726437.49,142,458037.22,75,33,250,19,231,279
2023,4728,60455,44,33,33,168554.61,25,120757.23,10,4,37,0,34,42
2023,4728,60456,13,10,10,8642.71,4,5956.98,5,0,12,0,8,12
2023,4728,60457,47,36,36,199562.47,25,102301.19,9,5,38,3,38,45
2023,4728,60458,66,41,41,101205.33,19,51503.04,48,39,20,1,18,60
2023,4728,60459,85,60,60,174341.66,37,127076.83,18,6,77,1,67,75
2023,4728,60461,168,131,131,444434.8,82,268144.18,23,0,165,2,145,158
2023,4728,60462,75,46,46,117550.01000000001,18,83270.82,23,6,66,3,50,71
2023,4728,60463,40,30,30,166664.68,24,129432.09,4,0,39,1,36,40
2023,4728,60464,15,8,8,48725.68,8,25814.73,1,0,15,0,14,14
2023,4728,60465,44,27,27,54873.15,10,30487.7,15,14,25,5,29,38
2023,4728,60466,983,734,734,3196427.79,558,2171011.59,349,13,948,16,631,898
2023,4728,60467,36,29,29,113808.88,19,76809.36,6,0,35,1,30,36
2023,4728,60469,113,78,78,318193.51,63,208640.9,37,14,97,0,76,101
2023,4728,60471,632,500,500,1509936.84,314,809177.41,202,27,597,3,425,572
2023,4728,60472,343,246,246,1230231.67,230,759073.02,160,15,322,2,181,323
2023,4728,60473,1980,1676,1676,7742459.93,1460,5299691.83,438,10,1958,2,1539,1858
2023,4728,60475,90,64,64,250815.39,61,162654.1,23,6,83,0,67,82
2023,4728,60476,81,58,58,133168.83000000002,37,89057.33,27,1,80,0,54,78
2023,4728,60477,128,81,81,100284.01,18,47864.270000000004,48,22,102,4,79,113
2023,4728,60478,1023,828,828,4288119.38,559,2799966.07,366,9,979,25,655,946
2023,4728,60480,14,8,8,9470.75,5,7970.75,3,1,10,2,11,13
2023,4728,60482,23,13,13,41931.18,8,36961.74,9,5,13,3,14,19
2023,4728,60484,2,0,0,0,1,734.26,2,1,1,0,0,2
2023,4728,60487,39,27,27,50706.78,9,40315.91,13,4,35,0,26,39
2023,4728,60501,88,55,55,187730.5,49,181055.98,25,12,74,0,63,76
2023,4728,60513,74,53,53,112075.56999999999,36,80604.57,8,3,70,0,65,67
2023,4728,60519,1,1,1,6059.67,1,1246.46,0,0,1,0,1,1
2023,4728,60525,46,23,23,56089.1,14,39812.9,14,5,38,2,32,46
2023,4728,60526,18,12,12,79183.4,13,34989.23,4,4,14,0,14,17
2023,4728,60527,5,4,4,11018.25,3,5552.25,0,0,5,0,5,5
2023,4728,60534,48,37,37,107782.26,24,77201.5,11,7,40,0,37,47
2023,4728,60546,157,124,124,593628.15,115,546370.38,18,8,146,2,137,150
2023,4728,60558,4,1,1,300,1,3728.08,0,0,4,0,4,2
2023,4728,60601,3,0,0,0,0,0,3,2,0,1,0,2
2023,4728,60604,1,0,0,0,0,0,1,0,0,0,0,1
2023,4728,60605,24,5,5,27971.66,2,24057.66,20,13,5,4,4,19
2023,4728,60606,1,0,0,0,0,0,0,0,1,0,1,1
2023,4728,60607,52,20,20,100638.01,8,19485.68,40,23,21,4,12,40
2023,4728,60608,269,152,152,527752.41,86,286364.69,167,112,133,8,100,232
2023,4728,60609,761,503,503,1739189.46,343,946044.25,402,163,565,10,350,702
2023,4728,60610,60,29,29,71601.81,6,16470.67,48,38,11,9,12,52
2023,4728,60611,15,2,2,20433.54,2,13272.17,10,6,5,3,5,10
2023,4728,60612,1001,619,619,2788137.2,421,1323328.77,716,431,515,26,276,919
2023,4728,60613,30,12,12,40542.89,8,16971.25,17,12,12,5,13,27
2023,4728,60614,43,20,20,81611.63,10,54914.46,25,16,15,9,18,39
2023,4728,60615,482,286,286,906143.48,161,420370.5,355,283,135,54,126,438
2023,4728,60616,132,67,67,193337.17,30,95235.49,86,70,41,14,44,108
2023,4728,60617,3791,2976,2976,8278706.1,2169,5649455.64,1420,332,3416,2,2349,3498
2023,4728,60618,251,163,163,759294.26,138,597249.67,82,49,183,8,167,228
2023,4728,60619,4714,3531,3531,10226684.69,2566,6767009.83,1764,682,3929,15,2913,4406
2023,4728,60620,4719,3586,3586,10021496.19,2444,5859197.81,1911,561,4093,10,2789,4396
2023,4728,60621,1457,1005,1005,2749487.95,515,1088358.75,833,478,945,4,615,1368
2023,4728,60622,128,70,70,335135.93,39,202985.63999999998,78,55,55,13,50,121
2023,4728,60623,2726,1904,1904,9891802.6,1601,7024013.92,1371,977,1648,9,1340,2521
2023,4728,60624,3174,2220,2220,12764424.64,1859,8139528.45,1777,1003,2015,33,1365,2918
2023,4728,60625,94,49,49,185264.33,39,134991.83,44,37,44,7,50,82
2023,4728,60626,86,44,44,179068.49,32,79335.89,51,44,21,21,35,71
2023,4728,60627,2,1,1,300,0,0,2,2,0,0,0,2
2023,4728,60628,6179,4722,4722,16764970.19,3595,10531562.01,2425,378,5715,5,3715,5765
2023,4728,60629,1480,1025,1025,3402178.65,751,2238164.35,575,319,1125,2,891,1378
2023,4728,60630,531,408,408,1676416.64,361,1461776.53,64,21,496,3,467,496
2023,4728,60631,81,60,60,181701.38,42,139630.34,9,5,76,0,72,74
2023,4728,60632,360,259,259,1160557.89,222,1050636.9,90,44,306,0,269,336
2023,4728,60633,463,364,364,1218469.01,232,675364.5,174,40,379,8,285,422
2023,4728,60634,725,550,550,2429489.32,514,2184898.11,97,37,681,1,623,681
2023,4728,60636,2082,1442,1442,5010927.92,1012,2747152.61,1038,283,1764,3,1034,1942
2023,4728,60637,1331,867,867,2573310.42,404,1139364.39,844,556,688,57,482,1204
2023,4728,60638,798,631,631,2294414.49,505,1930180.3,122,14,775,3,669,745
2023,4728,60639,2939,2269,2269,14041274.31,2260,12652724.12,841,455,2381,18,2079,2720
2023,4728,60640,55,24,24,168729.59,18,67419.3,39,34,14,5,16,46
2023,4728,60641,1053,822,822,3550653.83,803,3294869.34,154,84,937,14,895,977
2023,4728,60642,30,15,15,31511.44,11,13283.17,21,10,16,4,9,24
2023,4728,60643,3219,2228,2228,7349797.85,1667,4454830.05,1111,90,3098,5,2088,3022
2023,4728,60644,5276,3862,3862,21557425.26,3597,15252738.84,2284,1260,3829,18,2953,4877
2023,4728,60645,71,44,44,181361.7,32,101681.52,32,26,37,6,39,64
2023,4728,60646,88,68,68,263619.04,56,182036.84,13,4,81,2,75,84
2023,4728,60647,280,168,168,749144.87,142,518702.28,131,102,162,6,148,254
2023,4728,60649,1431,959,959,3902014.33,759,2549304.24,831,588,767,44,597,1305
2023,4728,60650,1,0,0,0,0,0,1,0,1,0,0,1
2023,4728,60651,5216,4036,4036,25349826.2,3876,19400925.92,1824,922,4149,13,3349,4860
2023,4728,60652,1457,1159,1159,4358045.71,884,2892608.96,336,29,1412,5,1118,1371
2023,4728,60653,637,391,391,980622.66,185,483000.72,419,306,250,65,215,587
2023,4728,60654,3,0,0,0,1,529.75,3,1,0,1,0,3
2023,4728,60655,755,617,617,2286454.12,495,1871001.95,25,5,743,2,729,718
2023,4728,60656,60,44,44,143308.88,37,134630.03,4,3,56,1,56,56
2023,4728,60657,17,5,5,30277.31,5,33851.4,6,6,4,5,11,10
2023,4728,60659,65,46,46,146812.72,28,100115.98,26,21,34,8,39,59
2023,4728,60660,36,17,17,54103.61,9,15196.08,21,17,12,6,15,32
2023,4728,60661,2,0,0,0,0,0,0,1,1,0,1,2
2023,4728,60677,1,0,0,0,0,0,1,1,0,0,0,1
2023,4728,60706,44,28,28,135674.38,26,104672,2,0,43,0,42,43
2023,4728,60707,461,346,346,1817212.11,284,1242967.47,85,38,412,8,375,436
2023,4728,60712,25,15,15,65655.2,16,48898.03,7,1,24,0,18,23
2023,4728,60714,36,27,27,107567.37,24,74351.21,4,2,32,1,32,36
2023,4728,60742,1,0,0,0,0,0,1,0,1,0,0,1
2023,4728,60748,1,1,1,300,0,0,1,0,1,0,0,1
2023,4728,60803,182,135,135,736733.7,108,501253.39,67,34,127,14,115,161
2023,4728,60804,7705,6296,6296,41515584.04,6341,40329280.34,1538,637,6861,49,6072,7286
2023,4728,60805,402,322,322,1313025.92,262,859147.65,72,14,386,0,327,372
2023,4728,60818,1,1,1,1924,1,1924,0,0,1,0,1,1
2023,4728,60827,2638,2029,2029,7700666.96,1613,4424303.08,1142,306,2284,20,1485,2430
2023,4728,60828,1,1,1,4010.8,1,1500.8,1,0,1,0,0,1
2023,4728,60840,1,1,1,4458.58,1,6188.04,0,0,1,0,1,1
2023,4728,61671,1,1,1,300,0,0,1,0,1,0,0,1
2023,4728,66023,1,0,0,0,0,0,1,1,0,0,0,1
2023,4728,68153,1,0,0,0,0,0,0,0,1,0,1,1
2023,4728,68652,1,0,0,0,0,0,1,1,0,0,0,0
2023,4728,69478,1,1,1,3625.98,1,1115.98,1,0,1,0,0,0
2023,4728,80478,1,1,1,300,0,0,1,0,1,0,0,1
2023,4749,60004,3,1,1,626.05,1,626.05,2,0,3,0,1,3
2023,4749,60005,2,0,0,0,0,0,2,2,0,0,0,1
2023,4749,60007,1,0,0,0,0,0,0,0,1,0,1,1
2023,4749,60008,2,2,2,3513.64,1,4762.63,1,0,2,0,1,2
2023,4749,60010,1,1,1,300,0,0,0,0,1,0,1,1
2023,4749,60016,9,5,5,15261.289999999999,5,14961.289999999999,3,2,6,1,6,7
2023,4749,60018,8,2,2,3483.45,3,3183.46,5,1,5,0,3,6
2023,4749,60022,1,0,0,0,0,0,0,0,1,0,1,1
2023,4749,60025,3,3,3,8765.39,3,8765.39,0,0,3,0,3,3
2023,4749,60053,6,4,4,27697.159999999996,3,16405.449999999997,2,0,6,0,4,5
2023,4749,60056,3,0,0,0,0,0,1,1,2,0,2,3
2023,4749,60062,1,0,0,0,1,0,1,0,1,0,0,1
2023,4749,60067,1,0,0,0,1,0,1,0,1,0,0,1
2023,4749,60068,7,4,4,31345.53,5,39212.57,0,0,6,1,7,7
2023,4749,60074,5,2,2,4028,0,0,4,2,3,0,1,5
2023,4749,60076,12,6,6,28821.39,7,34047.54,3,0,12,0,9,12
2023,4749,60077,5,3,3,16826.85,3,8790.85,1,1,4,0,4,5
2023,4749,60089,1,0,0,0,0,0,0,0,1,0,1,1
2023,4749,60090,4,1,1,10715.06,1,1302.4,2,0,4,0,2,4
2023,4749,60091,3,3,3,12165.400000000001,2,12423.400000000001,1,0,3,0,2,3
2023,4749,60093,1,0,0,0,0,0,1,1,0,0,0,1
2023,4749,60103,4,1,1,5317.7,0,0,2,1,3,0,2,4
2023,4749,60104,112,77,77,483495.27999999997,63,305832.25,44,13,99,0,67,106
2023,4749,60107,13,7,7,26457.95,2,3209.3,10,0,13,0,3,9
2023,4749,60120,13,5,5,33143.64,1,3213.64,8,1,10,0,5,5
2023,4749,60126,1,1,1,9478.45,1,4138.63,0,0,1,0,1,1
2023,4749,60130,24,13,13,41852.75,6,24380.440000000002,15,13,11,0,8,22
2023,4749,60131,6,2,2,5352.110000000001,3,4245.52,5,3,3,0,1,6
2023,4749,60133,2,0,0,0,0,0,1,0,2,0,1,1
2023,4749,60153,163,114,114,744069.43,81,388780.37,84,36,125,0,79,158
2023,4749,60154,28,15,15,109940.54000000001,18,92699.15,7,0,28,0,21,28
2023,4749,60155,45,31,31,157629.61,28,116270.04,15,3,40,0,30,43
2023,4749,60160,12,6,6,8036.48,3,7435.48,4,3,9,0,7,11
2023,4749,60162,26,15,15,108704.34,13,62065,6,3,22,0,20,26
2023,4749,60163,9,7,7,34644.71,5,27091.21,1,0,9,0,8,9
2023,4749,60164,7,3,3,11262.439999999999,3,8248.44,3,2,4,1,4,7
2023,4749,60165,2,2,2,11698.68,2,11698.68,0,0,2,0,2,2
2023,4749,60169,11,4,4,5187.29,3,5322.2,5,1,9,1,6,9
2023,4749,60171,2,0,0,0,0,0,1,0,2,0,1,2
2023,4749,60176,4,2,2,16251.72,1,4121.22,3,2,2,0,1,4
2023,4749,60181,1,0,0,0,0,0,1,0,1,0,0,1
2023,4749,60192,2,0,0,0,0,0,1,0,2,0,1,2
2023,4749,60193,2,0,0,0,0,0,2,1,0,1,0,2
2023,4749,60194,3,3,3,3614,1,2345,2,1,2,0,1,3
2023,4749,60195,1,0,0,0,0,0,1,1,0,0,0,1
2023,4749,60201,13,7,7,43012.75,4,8518.49,10,6,7,0,3,13
2023,4749,60202,15,7,7,23597.57,3,7409.4,8,5,9,1,7,14
2023,4749,60203,1,0,0,0,0,0,0,0,1,0,1,1
2023,4749,60287,1,1,1,300,0,0,1,0,1,0,0,1
2023,4749,60301,1,0,0,0,0,0,1,0,1,0,0,1
2023,4749,60302,21,13,13,78419.11,8,35648.25,12,7,13,1,9,21
2023,4749,60304,10,6,6,30731.539999999997,6,17716.399999999998,3,2,6,0,7,10
2023,4749,60305,3,1,1,300,1,367.45,1,0,3,0,2,3
2023,4749,60402,63,34,34,126984.82,21,58899.78,28,19,38,1,34,58
2023,4749,60406,162,98,98,331371.51,55,147731.57,67,40,113,0,95,151
2023,4749,60409,3099,2208,2208,9676679.39,1749,6475457.87,855,242,2698,21,2227,2880
2023,4749,60411,647,485,485,1628689.38,260,819467.96,255,33,567,3,389,625
2023,4749,60415,9,4,4,5414,1,1500,5,3,4,1,4,8
2023,4749,60418,17,12,12,19651.05,5,10157.050000000001,9,5,10,2,8,17
2023,4749,60419,1992,1495,1495,5967163.43,1103,3682102.35,555,77,1850,10,1428,1862
2023,4749,60422,69,50,50,188672.61,30,100646.25,11,2,65,1,58,69
2023,4749,60423,1,0,0,0,0,0,0,0,1,0,1,1
2023,4749,60425,104,82,82,212227.48,45,93015.18,28,1,100,1,76,101
2023,4749,60426,1067,789,789,2735675.48,500,1403782.94,406,50,1000,0,658,1033
2023,4749,60428,315,237,237,718999.39,128,341605.07,121,1,311,0,194,305
2023,4749,60429,401,316,316,1224226.25,205,614329.83,158,13,378,4,242,385
2023,4749,60430,133,98,98,282474.18,54,110317.8,15,1,127,3,117,131
2023,4749,60438,441,335,335,1161001.31,209,476968.67,123,32,402,4,317,431
2023,4749,60439,2,1,1,4054.05,1,626.05,1,0,2,0,1,2
2023,4749,60443,213,167,167,570267.02,96,260760.95,49,10,199,2,164,208
2023,4749,60445,55,40,40,134527.22,24,64538.1,31,18,35,0,24,51
2023,4749,60452,34,21,21,133181.02,13,42145.83,11,2,30,1,23,33
2023,4749,60453,43,26,26,40277.48,10,12788.95,17,5,30,6,26,42
2023,4749,60455,11,8,8,18778.67,1,1184.05,5,1,7,0,6,10
2023,4749,60456,2,1,1,1373.65,0,0,0,0,2,0,2,2
2023,4749,60457,4,3,3,42528.81,3,8234.86,1,1,3,0,3,4
2023,4749,60458,14,7,7,4673.65,1,2873.65,8,7,5,0,6,14
2023,4749,60459,20,8,8,31602.16,3,6421.110000000001,10,3,11,0,10,13
2023,4749,60461,38,28,28,171076.65,20,59837.520000000004,3,0,37,0,35,36
2023,4749,60462,21,17,17,110201.89,13,37810.23,7,1,18,1,14,20
2023,4749,60463,5,3,3,900,1,900,2,0,4,1,3,5
2023,4749,60464,2,2,2,1800,1,1500,0,0,2,0,2,2
2023,4749,60465,6,4,4,16493.34,3,8127.22,3,1,5,0,3,6
2023,4749,60466,244,182,182,503029.95,83,207389.21,79,3,235,3,165,241
2023,4749,60467,3,2,2,9663.89,2,5299.889999999999,1,0,3,0,2,3
2023,4749,60469,50,36,36,142417.79,21,67058.79,12,4,45,0,38,45
2023,4749,60471,159,125,125,380600.76,60,175220.15,50,4,148,4,109,152
2023,4749,60472,100,68,68,211561.44999999998,32,104679.24,49,7,90,0,50,94
2023,4749,60473,1155,961,961,4801729.89,780,3313543.57,232,2,1146,0,922,1118
2023,4749,60475,21,18,18,103524.26,13,62626.92,2,0,21,0,19,20
2023,4749,60476,23,19,19,47306.21,12,24146.75,7,1,22,0,16,23
2023,4749,60477,23,11,11,36610.409999999996,5,8464.79,8,0,20,1,15,20
2023,4749,60478,265,198,198,911920.89,137,421501.87,108,1,246,16,157,255
2023,4749,60480,3,1,1,8215.8,1,1867.45,1,0,3,0,2,3
2023,4749,60482,4,3,3,3614,0,0,1,0,2,0,3,3
2023,4749,60484,1,0,0,0,0,0,1,1,0,0,0,1
2023,4749,60487,10,6,6,5254.05,1,626.05,4,3,6,0,6,10
2023,4749,60501,9,7,7,40927.33,5,32669.48,2,2,7,0,7,9
2023,4749,60506,1,0,0,0,0,0,1,0,1,0,0,1
2023,4749,60513,5,5,5,9886.99,4,10486.99,0,0,5,0,5,5
2023,4749,60525,4,1,1,12291.94,1,12291.94,2,0,2,1,2,3
2023,4749,60526,4,1,1,1713.64,1,1713.64,3,3,1,0,1,3
2023,4749,60534,3,3,3,9246.91,2,6213.820000000001,1,1,2,0,2,3
2023,4749,60546,8,5,5,13555.939999999999,3,13597.89,0,0,8,0,8,8
2023,4749,60601,1,0,0,0,0,0,1,0,0,0,0,1
2023,4749,60602,1,1,1,1034.91,1,734.9,1,0,1,0,0,1
2023,4749,60603,2,0,0,0,0,0,2,1,0,0,0,1
2023,4749,60604,2,1,1,3728,0,0,1,1,1,0,1,2
2023,4749,60605,5,1,1,2360.12,1,2360.12,4,1,1,2,1,3
2023,4749,60607,15,7,7,9168.04,1,1500,13,8,5,0,2,12
2023,4749,60608,50,24,24,63522.21,7,8489.71,43,34,13,1,7,44
2023,4749,60609,170,101,101,379576.98,52,156510.35,111,51,111,3,58,161
2023,4749,60610,6,4,4,1200,0,0,6,5,1,0,0,5
2023,4749,60611,1,0,0,0,0,0,1,1,0,0,0,1
2023,4749,60612,178,85,85,432187.12,32,110463.35,147,120,45,7,31,169
2023,4749,60613,8,1,1,300,0,0,6,4,1,2,2,8
2023,4749,60614,12,3,3,6553.8099999999995,1,2825.82,10,7,4,1,2,12
2023,4749,60615,129,86,86,376606.9,25,87922.81,101,83,26,14,28,122
2023,4749,60616,27,13,13,51195.3,5,6959.6,20,13,10,1,7,23
2023,4749,60617,700,519,519,1729189.31,290,779439.68,319,89,603,1,375,685
2023,4749,60618,86,11,11,37028.4,3,18738.29,78,16,69,1,8,84
2023,4749,60619,1006,709,709,2291963.1,329,819245.02,502,237,749,1,500,968
2023,4749,60620,974,689,689,2200581.34,316,774563.9,457,170,784,2,512,947
2023,4749,60621,410,245,245,900811.31,112,263821.4,298,163,234,2,109,395
2023,4749,60622,35,12,12,32857.69,2,5339.6900000000005,29,19,14,0,6,32
2023,4749,60623,311,157,157,760562.67,63,242841.64,255,211,97,0,50,296
2023,4749,60624,360,182,182,962481.26,70,248695.62,295,236,115,1,61,346
2023,4749,60625,18,9,9,43015.43,4,23943.33,12,7,10,0,6,18
2023,4749,60626,12,8,8,16734.96,3,8300.97,8,9,2,1,4,11
2023,4749,60628,1631,1181,1181,4389175.01,834,2233120.67,740,145,1465,2,881,1583
2023,4749,60629,192,120,120,449729.48,68,185352.88,114,73,116,0,77,188
2023,4749,60630,32,23,23,162390.73,23,109463.64,4,3,29,0,28,32
2023,4749,60631,13,6,6,18830.43,6,19388.43,1,1,12,0,12,13
2023,4749,60632,40,21,21,120416.14,14,45173.01,20,18,21,0,20,38
2023,4749,60633,471,333,333,1251439.39,242,787207.39,126,32,420,2,344,442
2023,4749,60634,59,35,35,179376.85,32,123183.88,17,4,55,0,42,58
2023,4749,60636,382,254,254,1030035.32,137,312635.48,229,82,287,1,152,368
2023,4749,60637,385,237,237,806110.42,88,153285.37,276,202,151,17,108,364
2023,4749,60638,74,54,54,141932.61,34,94871.17,16,2,72,0,58,73
2023,4749,60639,116,60,60,313431.2,49,235694.45,62,49,64,0,52,112
2023,4749,60640,15,5,5,36789.66,1,3527.85,12,11,2,1,2,15
2023,4749,60641,51,20,20,61820.97,15,49103.62,32,24,24,2,19,49
2023,4749,60642,22,7,7,33399.33,3,17972.24,16,11,6,4,6,21
2023,4749,60643,616,474,474,1656345.46,311,811133.25,238,22,582,0,374,599
2023,4749,60644,349,181,181,1083000.68,105,402221.24,242,174,165,1,100,336
2023,4749,60645,20,7,7,25567.46,3,12617.36,9,7,10,2,10,18
2023,4749,60646,7,5,5,10553.34,2,6639.34,2,2,5,0,5,7
2023,4749,60647,25,13,13,78428.92,7,17995.41,18,11,11,1,7,22
2023,4749,60649,525,319,319,1133887.53,139,482437.75,359,279,226,13,165,514
2023,4749,60651,324,185,185,1019825.26,101,386975.71,216,157,158,0,108,307
2023,4749,60652,226,171,171,509001.25,90,246211.26,65,16,207,1,160,225
2023,4749,60653,138,86,86,216803.13,29,80600.99,100,72,47,10,38,124
2023,4749,60655,82,58,58,172268.72,39,102818.64,7,1,81,0,75,82
2023,4749,60656,5,3,3,10012.96,3,10012.96,2,0,5,0,3,5
2023,4749,60657,5,2,2,9368.9,0,0,4,4,1,0,1,5
2023,4749,60659,15,5,5,12032.189999999999,1,7771.64,10,8,3,4,5,14
2023,4749,60660,9,2,2,3725.7,1,3425.7,6,4,3,0,3,8
2023,4749,60661,1,0,0,0,0,0,0,0,0,1,1,1
2023,4749,60706,4,4,4,19419,4,17405,0,0,4,0,4,4
2023,4749,60707,33,19,19,121984.85,17,63332.61,14,8,24,0,19,32
2023,4749,60712,5,4,4,21540.61,4,12812.61,0,0,5,0,5,5
2023,4749,60714,4,4,4,83659.41,4,36264.67,0,0,4,0,4,4
2023,4749,60803,37,26,26,79783.71,7,15704.04,19,12,21,1,18,34
2023,4749,60804,89,46,46,175925.88999999998,28,93973.56,41,28,56,0,47,84
2023,4749,60805,76,61,61,202071.07,42,124300.13,15,5,70,0,60,74
2023,4749,60827,1212,880,880,2894137.06,572,1454658.24,510,149,1044,6,690,1164
2023,4749,60871,1,1,1,1253.7,1,953.7,1,0,1,0,0,1
2023,4749,66047,1,1,1,886.25,0,0,1,1,0,0,0,1
2023,4749,69473,1,0,0,0,0,0,1,0,1,0,0,1
2023,4749,69619,1,1,1,300,0,0,1,0,1,0,0,1
2023,4749,69652,1,1,1,300,0,0,0,0,1,0,1,1
2023,4749,70478,1,1,1,3213.64,1,3333.62,0,0,1,0,1,1
