pin10,sfha2018,sfha2024,prelimsfha,lomr2018,lomr2024,EFF_DATlomr2018,EFF_DATlomr2024,n
1817211006,1,1,0,1,1,2016-12-30,2016-12-30,1
1817211009,0,0,0,1,1,2016-12-30,2016-12-30,1
1817211010,0,0,0,1,1,2016-12-30,2016-12-30,1
1817211011,0,0,0,1,1,2016-12-30,2016-12-30,1
1817211012,0,0,0,1,1,2016-12-30,2016-12-30,1
1817211013,1,1,0,1,1,2016-12-30,2016-12-30,1
1817211014,1,1,0,1,1,2016-12-30,2016-12-30,1
1817211015,1,1,0,1,1,2016-12-30,2016-12-30,1
1817211016,0,0,0,1,1,2016-12-30,2016-12-30,1
1817211017,0,0,0,1,1,2016-12-30,2016-12-30,1
1817211018,0,0,0,1,1,2016-12-30,2016-12-30,1
1817211019,0,0,0,1,1,2016-12-30,2016-12-30,1
1817212001,0,0,0,1,1,2016-12-30,2016-12-30,1
1817212002,1,1,0,1,1,2016-12-30,2016-12-30,1
1817212003,0,0,0,1,1,2016-12-30,2016-12-30,1
1817212004,0,0,0,1,1,2016-12-30,2016-12-30,1
1817212005,0,0,0,1,1,2016-12-30,2016-12-30,1
1817212006,0,0,0,1,1,2016-12-30,2016-12-30,1
1817212007,0,0,0,1,1,2016-12-30,2016-12-30,1
1817212008,0,0,0,1,1,2016-12-30,2016-12-30,1
1817212009,0,0,0,1,1,2016-12-30,2016-12-30,1
1817212010,0,0,0,1,1,2016-12-30,2016-12-30,1
1817212011,0,0,0,1,1,2016-12-30,2016-12-30,1
1817212012,0,0,0,1,1,2016-12-30,2016-12-30,1
1817212013,0,0,0,1,1,2016-12-30,2016-12-30,1
1817212014,0,0,0,1,1,2016-12-30,2016-12-30,1
1817212015,0,0,0,1,1,2016-12-30,2016-12-30,1
1817212016,0,0,0,1,1,2016-12-30,2016-12-30,1
1817212017,1,1,0,1,1,2016-12-30,2016-12-30,1
1817212018,0,0,0,1,1,2016-12-30,2016-12-30,1
1817212019,1,1,0,1,1,2016-12-30,2016-12-30,1
1817212020,1,1,0,1,1,2016-12-30,2016-12-30,1
1817212021,0,0,0,1,1,2016-12-30,2016-12-30,1
1817212022,0,0,0,1,1,2016-12-30,2016-12-30,1
1817212023,0,0,0,1,1,2016-12-30,2016-12-30,1
1817212024,0,0,0,1,1,2016-12-30,2016-12-30,1
1817212025,0,0,0,1,1,2016-12-30,2016-12-30,1
1817212026,0,0,0,1,1,2016-12-30,2016-12-30,1
1817212027,0,0,0,1,1,2016-12-30,2016-12-30,1
1817212028,0,0,0,1,1,2016-12-30,2016-12-30,1
1817212029,0,0,0,1,1,2016-12-30,2016-12-30,1
1817212030,0,0,0,1,1,2016-12-30,2016-12-30,1
1817212031,0,0,0,1,1,2016-12-30,2016-12-30,1
1817213002,1,1,0,1,1,2016-12-30,2016-12-30,1
1817213003,1,1,0,1,1,2016-12-30,2016-12-30,1
1817213004,1,1,0,1,1,2016-12-30,2016-12-30,1
1817213005,1,1,0,1,1,2016-12-30,2016-12-30,1
1817213006,1,1,0,1,1,2016-12-30,2016-12-30,1
1817213007,1,1,0,1,1,2016-12-30,2016-12-30,1
1817213008,1,1,0,1,1,2016-12-30,2016-12-30,1
1817213010,1,1,0,1,1,2016-12-30,2016-12-30,1
1817213011,0,0,0,1,1,2016-12-30,2016-12-30,1
1817213012,1,1,0,1,1,2016-12-30,2016-12-30,1
1817213013,1,1,0,1,1,2016-12-30,2016-12-30,1
1817213014,1,1,0,1,1,2016-12-30,2016-12-30,1
1817213015,1,1,0,1,1,2016-12-30,2016-12-30,1
1817213016,1,1,0,1,1,2016-12-30,2016-12-30,1
1817213017,1,1,0,1,1,2016-12-30,2016-12-30,1
1817213018,1,1,0,1,1,2016-12-30,2016-12-30,1
1817213019,1,1,0,1,1,2016-12-30,2016-12-30,1
1817213020,1,1,0,1,1,2016-12-30,2016-12-30,1
1817213021,1,1,0,1,1,2016-12-30,2016-12-30,1
1817213022,0,0,0,1,1,2016-12-30,2016-12-30,1
1817213023,0,0,0,1,1,2016-12-30,2016-12-30,1
1817213024,0,0,0,1,1,2016-12-30,2016-12-30,1
1817213025,0,0,0,1,1,2016-12-30,2016-12-30,1
1817213026,0,0,0,1,1,2016-12-30,2016-12-30,1
1817213028,1,1,0,1,1,2016-12-30,2016-12-30,1
1817213029,1,1,0,1,1,2016-12-30,2016-12-30,1
1817214001,0,0,0,1,1,2016-12-30,2016-12-30,1
1817214002,0,0,0,1,1,2016-12-30,2016-12-30,1
1817214003,0,0,0,1,1,2016-12-30,2016-12-30,1
1817214004,0,0,0,1,1,2016-12-30,2016-12-30,1
1817214005,0,0,0,1,1,2016-12-30,2016-12-30,1
1817214006,0,0,0,1,1,2016-12-30,2016-12-30,1
1817214007,0,0,0,1,1,2016-12-30,2016-12-30,1
1817214008,0,0,0,1,1,2016-12-30,2016-12-30,1
1817214009,0,0,0,1,1,2016-12-30,2016-12-30,1
1817214010,0,0,0,1,1,2016-12-30,2016-12-30,1
1817214011,0,0,0,1,1,2016-12-30,2016-12-30,1
1817214012,0,0,0,1,1,2016-12-30,2016-12-30,1
1817214013,0,0,0,1,1,2016-12-30,2016-12-30,1
1817214014,0,0,0,1,1,2016-12-30,2016-12-30,1
1817214015,0,0,0,1,1,2016-12-30,2016-12-30,1
1817214016,0,0,0,1,1,2016-12-30,2016-12-30,1
1817214017,0,0,0,1,1,2016-12-30,2016-12-30,1
1817214018,0,0,0,1,1,2016-12-30,2016-12-30,1
1817214019,0,0,0,1,1,2016-12-30,2016-12-30,1
1817214020,0,0,0,1,1,2016-12-30,2016-12-30,1
1817214021,0,0,0,1,1,2016-12-30,2016-12-30,1
1817215001,0,0,0,1,1,2016-12-30,2016-12-30,1
1817215002,0,0,0,1,1,2016-12-30,2016-12-30,1
1817215003,0,0,0,1,1,2016-12-30,2016-12-30,1
1817215004,0,0,0,1,1,2016-12-30,2016-12-30,1
1817215005,0,0,0,1,1,2016-12-30,2016-12-30,1
1817215007,0,0,0,1,1,2016-12-30,2016-12-30,1
1817301017,0,0,0,1,1,2016-12-30,2016-12-30,1
1817301018,0,0,0,1,1,2016-12-30,2016-12-30,1
1818108001,1,1,0,0,0,NA,NA,2
1818208009,1,1,0,0,0,NA,NA,1
1818208010,1,1,0,0,0,NA,NA,1
1818208011,1,1,0,0,0,NA,NA,1
1818208012,1,1,0,0,0,NA,NA,1
1818208013,1,1,0,0,0,NA,NA,1
1818208015,1,1,0,0,0,NA,NA,1
1818208016,1,1,0,0,0,NA,NA,1
1818208017,1,1,0,0,0,NA,NA,1
1818208018,1,1,0,0,0,NA,NA,1
1818208019,1,1,0,0,0,NA,NA,1
1818300012,1,1,0,0,0,NA,NA,1
1818300013,1,1,0,0,0,NA,NA,1
1818302013,1,1,0,0,0,NA,NA,1
1818302014,1,1,0,0,0,NA,NA,1
1818302015,1,1,0,0,0,NA,NA,1
1818302016,1,1,0,0,0,NA,NA,1
1818302017,1,1,0,0,0,NA,NA,1
1818302018,1,1,0,0,0,NA,NA,1
1818407016,1,1,0,0,0,NA,NA,1
1818407032,1,0,0,0,0,NA,NA,1
1818407059,1,1,0,0,0,NA,NA,1
1818407060,1,1,0,0,0,NA,NA,1
1818407061,1,1,0,0,0,NA,NA,1
1818407069,0,1,0,0,0,NA,NA,1
1818407070,0,1,0,0,0,NA,NA,1
1818407071,0,1,0,0,0,NA,NA,1
1818407072,0,1,0,0,0,NA,NA,1
1818407073,0,1,0,0,0,NA,NA,1
1819101006,1,1,0,0,0,NA,NA,1
1819102014,1,1,0,0,0,NA,NA,1
1819102015,1,1,0,0,0,NA,NA,1
1819102026,1,1,0,0,0,NA,NA,1
1819103018,1,1,0,0,0,NA,NA,1
1819103024,1,1,0,0,0,NA,NA,1
1819103029,1,1,0,0,0,NA,NA,1
1819103030,1,1,0,0,0,NA,NA,1
1819103031,1,1,0,0,0,NA,NA,1
1819103033,1,1,0,0,0,NA,NA,1
1819103052,1,1,0,0,0,NA,NA,1
1819103054,1,1,0,0,0,NA,NA,1
1819103055,1,1,0,0,0,NA,NA,1
1819103063,1,1,0,0,0,NA,NA,1
1819103067,1,1,0,0,0,NA,NA,1
1819103072,1,1,0,0,0,NA,NA,1
1819103083,1,1,0,0,0,NA,NA,1
1819103090,1,1,0,0,0,NA,NA,1
1819200011,1,1,0,0,0,NA,NA,1
1819202003,1,1,0,0,0,NA,NA,1
1819202005,1,1,0,0,0,NA,NA,1
1819202006,1,1,0,0,0,NA,NA,1
1819202007,1,1,0,0,0,NA,NA,1
1819202008,1,1,0,0,0,NA,NA,1
1819202009,1,1,0,0,0,NA,NA,1
1819202010,1,1,0,0,0,NA,NA,1
1819202011,1,1,0,0,0,NA,NA,1
1819202012,1,1,0,0,0,NA,NA,1
1819208001,1,1,0,0,0,NA,NA,1
1819208002,1,1,0,0,0,NA,NA,1
1819301002,1,1,0,0,0,NA,NA,1
1819400005,1,1,0,0,0,NA,NA,1
1819402016,1,1,0,0,0,NA,NA,1
1819402036,1,1,0,0,0,NA,NA,1
1819402037,1,1,0,0,0,NA,NA,1
1819402040,1,1,0,0,0,NA,NA,1
1819405011,1,1,0,0,0,NA,NA,1
1819405012,1,1,0,0,0,NA,NA,1
1819405013,1,1,0,0,0,NA,NA,1
1819405014,1,1,0,0,0,NA,NA,1
1819405016,1,1,0,0,0,NA,NA,1
1819408001,1,1,0,0,0,NA,NA,1
1819408002,1,1,0,0,0,NA,NA,1
1819408003,1,1,0,0,0,NA,NA,1
1819408004,1,1,0,0,0,NA,NA,1
1819408005,1,1,0,0,0,NA,NA,1
1819408006,1,1,0,0,0,NA,NA,1
1820201041,1,1,0,0,0,NA,NA,1
1820203006,1,1,0,0,0,NA,NA,1
1820203007,1,1,0,0,0,NA,NA,1
1820203011,1,1,0,0,0,NA,NA,1
1820203012,1,1,0,0,0,NA,NA,1
1820205001,1,1,0,0,0,NA,NA,1
1820205002,1,1,0,0,0,NA,NA,1
1820205003,1,1,0,0,0,NA,NA,1
1820205004,1,1,0,0,0,NA,NA,1
1820205005,1,1,0,0,0,NA,NA,1
1820205006,1,1,0,0,0,NA,NA,1
1820205007,1,1,0,0,0,NA,NA,1
1820205009,1,1,0,0,0,NA,NA,1
1820205010,1,1,0,0,0,NA,NA,1
1820205011,1,1,0,0,0,NA,NA,1
1820205012,1,1,0,0,0,NA,NA,1
1820205013,1,1,0,0,0,NA,NA,1
1820205014,1,1,0,0,0,NA,NA,1
1822400004,1,1,0,0,0,NA,NA,1
1822400006,1,1,0,0,0,NA,NA,1
1823101006,1,1,0,0,0,NA,NA,1
1823101012,1,1,0,0,0,NA,NA,1
1823300002,1,1,0,0,0,NA,NA,1
1823302005,1,1,0,0,0,NA,NA,1
1823302020,1,1,0,0,0,NA,NA,1
1823302021,1,1,0,0,0,NA,NA,1
1823999001,1,1,0,0,0,NA,NA,1
1824403001,1,0,0,1,0,2009-01-30,NA,1
1826101017,1,1,0,0,0,NA,NA,1
1826101018,1,1,0,0,0,NA,NA,1
1826101019,1,1,0,0,0,NA,NA,1
1826101021,1,1,0,0,0,NA,NA,1
1826101022,1,1,0,0,0,NA,NA,1
1826101023,1,1,0,0,0,NA,NA,1
1826101024,1,1,0,0,0,NA,NA,1
1826101025,1,1,0,0,0,NA,NA,1
1826101026,1,1,0,0,0,NA,NA,1
1826101032,1,1,0,0,0,NA,NA,1
1826101033,1,1,0,0,0,NA,NA,1
1826101036,1,1,0,0,0,NA,NA,1
1826101042,1,1,0,0,0,NA,NA,1
1826101043,1,1,0,0,0,NA,NA,1
1826101044,1,1,0,0,0,NA,NA,1
1826101045,1,1,0,0,0,NA,NA,1
1826104004,1,1,0,0,0,NA,NA,1
1826104006,1,1,0,0,0,NA,NA,1
1826104008,1,1,0,0,0,NA,NA,1
1826104010,1,1,0,0,0,NA,NA,1
1826104012,1,1,0,0,0,NA,NA,1
1826104013,1,1,0,0,0,NA,NA,1
1826104014,1,1,0,0,0,NA,NA,1
1826104015,1,1,0,0,0,NA,NA,1
1826104016,1,1,0,0,0,NA,NA,1
1826104017,1,1,0,0,0,NA,NA,1
1826104018,1,1,0,0,0,NA,NA,1
1826104019,1,1,0,0,0,NA,NA,1
1826104020,1,1,0,0,0,NA,NA,1
1826104021,1,1,0,0,0,NA,NA,1
1826104022,1,1,0,0,0,NA,NA,1
1826104023,1,1,0,0,0,NA,NA,1
1826104024,1,1,0,0,0,NA,NA,1
1826105010,1,1,0,0,0,NA,NA,1
1826105011,1,1,0,0,0,NA,NA,1
1826105012,1,1,0,0,0,NA,NA,1
1826105013,1,1,0,0,0,NA,NA,1
1826105015,1,1,0,0,0,NA,NA,1
1826105016,1,1,0,0,0,NA,NA,1
1826105017,1,1,0,0,0,NA,NA,1
1826105018,1,1,0,0,0,NA,NA,1
1826105019,1,1,0,0,0,NA,NA,1
1826105020,1,1,0,0,0,NA,NA,1
1826105022,1,1,0,0,0,NA,NA,1
1826105023,1,1,0,0,0,NA,NA,1
1826105024,1,1,0,0,0,NA,NA,1
1826105026,1,1,0,0,0,NA,NA,1
1826105027,1,1,0,0,0,NA,NA,1
1826105028,1,1,0,0,0,NA,NA,1
1826105029,1,1,0,0,0,NA,NA,1
1826105030,1,1,0,0,0,NA,NA,1
1826105031,1,1,0,0,0,NA,NA,1
1826105032,1,1,0,0,0,NA,NA,1
1826105033,1,1,0,0,0,NA,NA,1
1826105034,1,1,0,0,0,NA,NA,1
1826105035,1,1,0,0,0,NA,NA,1
1826107008,1,1,0,0,0,NA,NA,1
1826107009,1,1,0,0,0,NA,NA,1
1826107010,1,1,0,0,0,NA,NA,1
1826107019,1,1,0,0,0,NA,NA,1
1826107020,1,1,0,0,0,NA,NA,1
1826107021,1,1,0,0,0,NA,NA,1
1826107034,1,1,0,0,0,NA,NA,1
1826107037,1,1,0,0,0,NA,NA,1
1826108016,1,1,0,0,0,NA,NA,1
1826108017,1,1,0,0,0,NA,NA,1
1826108019,1,1,0,0,0,NA,NA,1
1826108020,1,1,0,0,0,NA,NA,1
1826108021,1,1,0,0,0,NA,NA,1
1826108022,1,1,0,0,0,NA,NA,1
1826108025,1,1,0,0,0,NA,NA,1
1826108026,1,1,0,0,0,NA,NA,1
1826108038,1,1,0,0,0,NA,NA,1
1826109006,1,1,0,0,0,NA,NA,1
1826109007,1,1,0,0,0,NA,NA,1
1826109008,1,1,0,0,0,NA,NA,1
1826109009,1,1,0,0,0,NA,NA,1
1826110012,1,1,0,0,0,NA,NA,1
1826110013,1,1,0,0,0,NA,NA,1
1826110014,1,1,0,0,0,NA,NA,1
1826111002,1,1,0,0,0,NA,NA,1
1826111003,1,1,0,0,0,NA,NA,1
1826111004,1,1,0,0,0,NA,NA,1
1826111005,1,1,0,0,0,NA,NA,1
1826111006,1,1,0,0,0,NA,NA,1
1826111007,1,1,0,0,0,NA,NA,1
1826111008,1,1,0,0,0,NA,NA,1
1826111009,1,1,0,0,0,NA,NA,1
1826111010,1,1,0,0,0,NA,NA,1
1826111011,1,1,0,0,0,NA,NA,1
1826111012,1,1,0,0,0,NA,NA,1
1826112007,1,1,0,0,0,NA,NA,1
1826112008,1,1,0,0,0,NA,NA,1
1826112009,1,1,0,0,0,NA,NA,1
1826112010,1,1,0,0,0,NA,NA,1
1826112011,1,1,0,0,0,NA,NA,1
1826112012,1,1,0,0,0,NA,NA,1
1826112013,1,1,0,0,0,NA,NA,1
1826113009,1,1,0,0,0,NA,NA,1
1826113010,1,1,0,0,0,NA,NA,1
1826113011,1,1,0,0,0,NA,NA,1
1826113026,1,1,0,0,0,NA,NA,1
1826113027,1,1,0,0,0,NA,NA,1
1826113031,1,1,0,0,0,NA,NA,1
1826113032,1,1,0,0,0,NA,NA,1
1826113033,1,1,0,0,0,NA,NA,1
1826113034,1,1,0,0,0,NA,NA,1
1826113035,1,1,0,0,0,NA,NA,1
1826113036,1,1,0,0,0,NA,NA,1
1826113037,1,1,0,0,0,NA,NA,1
1826113038,1,1,0,0,0,NA,NA,1
1826113039,1,0,0,0,0,NA,NA,1
1826113040,0,1,0,0,0,NA,NA,1
1826115002,1,1,0,0,0,NA,NA,1
1826300004,1,1,0,0,0,NA,NA,1
1826303005,1,1,0,0,0,NA,NA,1
1826303006,1,1,0,0,0,NA,NA,1
1826303007,1,1,0,0,0,NA,NA,1
1826304008,1,1,0,0,0,NA,NA,1
1827101001,1,1,0,0,0,NA,NA,1
1827101002,1,1,0,0,0,NA,NA,1
1827200025,1,1,0,0,0,NA,NA,1
1827201002,1,1,0,0,0,NA,NA,1
1827201003,1,1,0,0,0,NA,NA,1
1827201006,1,1,0,0,0,NA,NA,1
1827201007,1,1,0,0,0,NA,NA,1
1827201008,1,1,0,0,0,NA,NA,1
1827201009,1,1,0,0,0,NA,NA,1
1827201010,1,1,0,0,0,NA,NA,1
1827201012,1,1,0,0,0,NA,NA,1
1827201014,1,1,0,0,0,NA,NA,1
1827201015,1,1,0,0,0,NA,NA,1
1827201017,1,1,0,0,0,NA,NA,1
1827201018,1,1,0,0,0,NA,NA,1
1827202001,1,1,0,0,0,NA,NA,1
1827202003,1,1,0,0,0,NA,NA,1
1827202004,1,1,0,0,0,NA,NA,1
1827202005,1,1,0,0,0,NA,NA,1
1827202006,1,1,0,0,0,NA,NA,1
1827202007,1,1,0,0,0,NA,NA,1
1827202008,1,1,0,0,0,NA,NA,1
1827202009,1,1,0,0,0,NA,NA,1
1827202014,1,1,0,0,0,NA,NA,1
1827202015,1,1,0,0,0,NA,NA,1
1827202021,1,1,0,0,0,NA,NA,1
1827202022,1,1,0,0,0,NA,NA,1
1827202024,1,1,0,0,0,NA,NA,1
1827202025,1,1,0,0,0,NA,NA,1
1827202026,1,1,0,0,0,NA,NA,1
1827203003,1,1,0,0,0,NA,NA,1
1827203004,1,1,0,0,0,NA,NA,1
1827203005,1,1,0,0,0,NA,NA,1
1827203006,1,1,0,0,0,NA,NA,1
1827203017,1,1,0,0,0,NA,NA,1
1827203018,1,1,0,0,0,NA,NA,1
1827203019,1,1,0,0,0,NA,NA,1
1827203028,1,1,0,0,0,NA,NA,1
1827203034,1,1,0,0,0,NA,NA,1
1827203035,1,1,0,0,0,NA,NA,1
1827204014,1,1,0,0,0,NA,NA,1
1827206011,1,1,0,0,0,NA,NA,1
1827206021,1,1,0,0,0,NA,NA,1
1827206022,1,1,0,0,0,NA,NA,1
1827206023,1,1,0,0,0,NA,NA,1
1827206024,1,1,0,0,0,NA,NA,1
1827206032,1,1,0,0,0,NA,NA,1
1827206035,1,1,0,0,0,NA,NA,1
1827206036,1,1,0,0,0,NA,NA,1
1827206041,1,1,0,0,0,NA,NA,1
1827206047,1,1,0,0,0,NA,NA,1
1827206048,1,1,0,0,0,NA,NA,1
1827401036,1,1,0,0,0,NA,NA,1
1827401052,1,1,0,0,0,NA,NA,1
1827401053,1,1,0,0,0,NA,NA,1
1827401054,1,1,0,0,0,NA,NA,1
1827401055,1,1,0,0,0,NA,NA,1
1827401057,1,1,0,0,0,NA,NA,1
1827401059,1,1,0,0,0,NA,NA,1
1827401060,1,1,0,0,0,NA,NA,1
1827401064,1,1,0,0,0,NA,NA,1
1827401065,1,1,0,0,0,NA,NA,1
1827401073,1,1,0,0,0,NA,NA,1
1827401074,1,1,0,0,0,NA,NA,1
1827401089,1,1,0,0,0,NA,NA,1
1827401103,1,1,0,0,0,NA,NA,1
1827401108,1,1,0,0,0,NA,NA,1
1827402027,1,1,0,0,0,NA,NA,1
1827402029,1,1,0,0,0,NA,NA,1
1827402049,1,1,0,0,0,NA,NA,1
1827402050,1,1,0,0,0,NA,NA,1
1827402051,1,1,0,0,0,NA,NA,1
1827402052,1,1,0,0,0,NA,NA,1
1827403006,1,1,0,0,0,NA,NA,1
1827403008,1,1,0,0,0,NA,NA,1
1827403009,1,1,0,0,0,NA,NA,1
1827403010,1,1,0,0,0,NA,NA,1
1827403011,1,1,0,0,0,NA,NA,1
1827403012,1,1,0,0,0,NA,NA,1
1827403013,1,1,0,0,0,NA,NA,1
1827403014,1,1,0,0,0,NA,NA,1
1827403015,1,1,0,0,0,NA,NA,1
1827403016,1,1,0,0,0,NA,NA,1
1827403024,1,1,0,0,0,NA,NA,1
1827403044,1,1,0,0,0,NA,NA,1
1827403050,1,1,0,0,0,NA,NA,1
1827403052,1,1,0,0,0,NA,NA,1
1827403053,1,1,0,0,0,NA,NA,1
1827403054,1,1,0,0,0,NA,NA,1
1827403058,1,1,0,0,0,NA,NA,1
1827403066,1,1,0,0,0,NA,NA,1
1827403067,1,1,0,0,0,NA,NA,1
1827403068,1,1,0,0,0,NA,NA,1
1827403069,1,1,0,0,0,NA,NA,1
1827403070,1,1,0,0,0,NA,NA,1
1827403071,1,1,0,0,0,NA,NA,1
1827403072,1,1,0,0,0,NA,NA,1
1827403073,1,1,0,0,0,NA,NA,1
1827403086,1,1,0,0,0,NA,NA,1
1827403087,1,1,0,0,0,NA,NA,1
1827403093,1,1,0,0,0,NA,NA,1
1827403094,1,1,0,0,0,NA,NA,1
1827403095,1,1,0,0,0,NA,NA,1
1827403100,1,1,0,0,0,NA,NA,1
1827403101,1,1,0,0,0,NA,NA,1
1827403102,1,1,0,0,0,NA,NA,1
1827403103,1,1,0,0,0,NA,NA,1
1827404015,1,1,0,0,0,NA,NA,1
1827404016,1,1,0,0,0,NA,NA,1
1827404017,1,1,0,0,0,NA,NA,1
1827404018,1,1,0,0,0,NA,NA,1
1827404019,1,1,0,0,0,NA,NA,1
1827404020,1,1,0,0,0,NA,NA,1
1827404021,1,1,0,0,0,NA,NA,1
1827404022,1,1,0,0,0,NA,NA,1
1827404023,1,1,0,0,0,NA,NA,1
1827404024,1,1,0,0,0,NA,NA,1
1827404025,1,1,0,0,0,NA,NA,1
1827404026,1,1,0,0,0,NA,NA,1
1827404027,1,1,0,0,0,NA,NA,1
1827404028,1,1,0,0,0,NA,NA,1
1827404029,1,1,0,0,0,NA,NA,1
1827404033,1,1,0,0,0,NA,NA,1
1827404043,1,0,0,0,0,NA,NA,1
1827404046,1,1,0,0,0,NA,NA,1
1827404048,1,1,0,0,0,NA,NA,1
1827404049,1,1,0,0,0,NA,NA,1
1827404051,1,1,0,0,0,NA,NA,1
1827404052,1,1,0,0,0,NA,NA,1
1827404053,1,1,0,0,0,NA,NA,1
1827404054,1,1,0,0,0,NA,NA,1
1827404055,0,1,0,0,0,NA,NA,1
1827405004,1,1,0,0,0,NA,NA,1
1827405005,1,1,0,0,0,NA,NA,1
1827405016,1,1,0,0,0,NA,NA,1
1827406012,1,1,0,0,0,NA,NA,1
1827406013,1,1,0,0,0,NA,NA,1
1827406014,1,1,0,0,0,NA,NA,1
1827406015,1,1,0,0,0,NA,NA,1
1827406016,1,1,0,0,0,NA,NA,1
1827406017,1,1,0,0,0,NA,NA,1
1827406018,1,1,0,0,0,NA,NA,1
1827406019,1,1,0,0,0,NA,NA,1
1827406020,1,1,0,0,0,NA,NA,1
1827406021,1,1,0,0,0,NA,NA,1
1827406022,1,1,0,0,0,NA,NA,1
1827406031,1,1,0,0,0,NA,NA,1
1827407004,1,1,0,0,0,NA,NA,1
1827407006,1,1,0,0,0,NA,NA,1
1827407015,1,1,0,0,0,NA,NA,1
1827407025,1,1,0,0,0,NA,NA,1
1827407038,1,1,0,0,0,NA,NA,1
1827407039,1,1,0,0,0,NA,NA,1
1827407041,1,1,0,0,0,NA,NA,1
1827407045,1,1,0,0,0,NA,NA,1
1827407046,1,1,0,0,0,NA,NA,1
1827407047,1,1,0,0,0,NA,NA,1
1827407048,1,1,0,0,0,NA,NA,1
1827407049,1,1,0,0,0,NA,NA,1
1827407050,1,1,0,0,0,NA,NA,1
1827407051,1,1,0,0,0,NA,NA,1
1827407052,1,1,0,0,0,NA,NA,1
1827407053,1,1,0,0,0,NA,NA,1
1827407054,1,1,0,0,0,NA,NA,1
1827407057,1,1,0,0,0,NA,NA,1
1827407058,1,1,0,0,0,NA,NA,1
1827407063,1,1,0,0,0,NA,NA,1
1827407064,1,1,0,0,0,NA,NA,1
1827407065,1,1,0,0,0,NA,NA,1
1827407066,1,1,0,0,0,NA,NA,1
1827407067,1,1,0,0,0,NA,NA,1
1827407068,1,1,0,0,0,NA,NA,1
1827407069,1,1,0,0,0,NA,NA,1
1827407070,1,1,0,0,0,NA,NA,1
1827407071,1,1,0,0,0,NA,NA,1
1827407072,1,1,0,0,0,NA,NA,1
1827407073,1,1,0,0,0,NA,NA,1
1827407074,1,1,0,0,0,NA,NA,1
1827407075,1,1,0,0,0,NA,NA,1
1827407076,1,1,0,0,0,NA,NA,1
1827407077,1,1,0,0,0,NA,NA,1
1827407078,1,1,0,0,0,NA,NA,1
1827407079,1,1,0,0,0,NA,NA,1
1827407080,1,1,0,0,0,NA,NA,1
1827407081,1,1,0,0,0,NA,NA,1
1827407084,1,1,0,0,0,NA,NA,1
1827407085,1,1,0,0,0,NA,NA,1
1827407091,1,1,0,0,0,NA,NA,1
1827408006,1,1,0,0,0,NA,NA,1
1827408011,1,1,0,0,0,NA,NA,1
1827408012,1,1,0,0,0,NA,NA,1
1827408013,1,1,0,0,0,NA,NA,1
1827408014,1,1,0,0,0,NA,NA,1
1827408015,1,1,0,0,0,NA,NA,1
1827408016,1,1,0,0,0,NA,NA,1
1827408017,1,1,0,0,0,NA,NA,1
1827408018,1,1,0,0,0,NA,NA,1
1827408019,1,1,0,0,0,NA,NA,1
1827408020,1,1,0,0,0,NA,NA,1
1827408021,1,1,0,0,0,NA,NA,1
1827408022,1,1,0,0,0,NA,NA,1
1827408024,1,1,0,0,0,NA,NA,1
1827408025,1,1,0,0,0,NA,NA,1
1827408026,1,1,0,0,0,NA,NA,1
1827408027,1,1,0,0,0,NA,NA,1
1827409001,1,1,0,0,0,NA,NA,1
1827409002,1,1,0,0,0,NA,NA,1
1827409003,1,1,0,0,0,NA,NA,1
1827409004,1,1,0,0,0,NA,NA,1
1827409005,1,1,0,0,0,NA,NA,1
1827410008,1,1,0,0,0,NA,NA,1
1827410009,1,1,0,0,0,NA,NA,1
1827410010,1,1,0,0,0,NA,NA,1
1827410015,1,1,0,0,0,NA,NA,1
1827410016,1,1,0,0,0,NA,NA,1
1827410017,1,1,0,0,0,NA,NA,1
1827410018,1,1,0,0,0,NA,NA,1
1827410019,1,1,0,0,0,NA,NA,1
1827410021,1,1,0,0,0,NA,NA,1
1827410022,1,1,0,0,0,NA,NA,1
1827410075,1,1,0,0,0,NA,NA,1
1827410076,1,1,0,0,0,NA,NA,1
1827410084,1,1,0,0,0,NA,NA,1
1827410085,1,1,0,0,0,NA,NA,1
1827410086,1,1,0,0,0,NA,NA,1
1827410087,1,1,0,0,0,NA,NA,1
1827410088,1,1,0,0,0,NA,NA,1
1827410091,1,1,0,0,0,NA,NA,1
1827410092,1,1,0,0,0,NA,NA,1
1827411024,1,1,0,0,0,NA,NA,1
1827411025,1,1,0,0,0,NA,NA,1
1827411026,1,1,0,0,0,NA,NA,1
1827411033,1,1,0,0,0,NA,NA,1
1827411034,1,1,0,0,0,NA,NA,1
1827411035,1,1,0,0,0,NA,NA,1
1827416003,1,1,0,0,0,NA,NA,1
1827500002,1,1,0,0,0,NA,NA,1
1828200030,1,1,0,0,0,NA,NA,1
1828401009,1,1,0,0,0,NA,NA,2
1828401010,1,1,0,0,0,NA,NA,1
1829100010,1,1,0,0,0,NA,NA,1
1829101005,1,1,0,0,0,NA,NA,1
1829101008,1,1,0,0,0,NA,NA,1
1829101010,1,1,0,0,0,NA,NA,1
1829101012,1,1,0,0,0,NA,NA,1
1829101017,1,1,0,0,0,NA,NA,1
1829101025,1,1,0,0,0,NA,NA,1
1829101027,1,1,0,0,0,NA,NA,1
1829101032,1,1,0,0,0,NA,NA,1
1829101036,1,1,0,0,0,NA,NA,1
