pin10,sfha2018,sfha2024,prelimsfha,lomr2018,lomr2024,EFF_DATlomr2018,EFF_DATlomr2024,n
0707404020,0,0,0,1,1,2014-08-19,2014-08-19,1
0707404021,0,0,0,1,1,2014-08-19,2014-08-19,1
0707404022,0,0,0,1,1,2014-08-19,2014-08-19,1
0707404023,0,0,0,1,1,2014-08-19,2014-08-19,1
0707404024,0,0,0,1,1,2014-08-19,2014-08-19,1
0707404025,0,0,0,1,1,2014-08-19,2014-08-19,1
0707404026,0,0,0,1,1,2014-08-19,2014-08-19,1
0707404027,0,0,0,1,1,2014-08-19,2014-08-19,1
0707404028,0,0,0,1,1,2014-08-19,2014-08-19,1
0707404029,0,0,0,1,1,2014-08-19,2014-08-19,1
0707404030,0,0,0,1,1,2014-08-19,2014-08-19,1
0707404031,0,0,0,1,1,2014-08-19,2014-08-19,1
0707404032,0,0,0,1,1,2014-08-19,2014-08-19,1
0707404033,0,0,0,1,1,2014-08-19,2014-08-19,1
0707404034,0,0,0,1,1,2014-08-19,2014-08-19,1
0707404035,0,0,0,1,1,2014-08-19,2014-08-19,1
0707404037,0,0,0,1,1,2014-08-19,2014-08-19,1
0707404038,0,0,0,1,1,2014-08-19,2014-08-19,1
0707404039,0,0,0,1,1,2014-08-19,2014-08-19,1
0707404040,0,0,0,1,1,2014-08-19,2014-08-19,1
0707404041,0,0,0,1,1,2014-08-19,2014-08-19,1
0707404042,0,0,0,1,1,2014-08-19,2014-08-19,1
0707404043,0,0,0,1,1,2014-08-19,2014-08-19,1
0707404044,0,0,0,1,1,2014-08-19,2014-08-19,1
0707404045,0,0,0,1,1,2014-08-19,2014-08-19,1
0707404046,0,0,0,1,1,2014-08-19,2014-08-19,1
0707404047,0,0,0,1,1,2014-08-19,2014-08-19,1
0707404048,0,0,0,1,1,2014-08-19,2014-08-19,1
0707404049,0,0,0,1,1,2014-08-19,2014-08-19,1
0707404050,0,0,0,1,1,2014-08-19,2014-08-19,1
0708101017,1,1,1,0,0,NA,NA,1
0708101018,1,1,1,0,0,NA,NA,1
0708109034,1,1,1,0,0,NA,NA,1
0708109044,1,1,0,0,0,NA,NA,1
0708109045,1,1,1,0,0,NA,NA,1
0708109046,1,1,1,0,0,NA,NA,1
0708109047,1,1,1,0,0,NA,NA,1
0708109048,1,1,1,0,0,NA,NA,1
0708109049,1,1,1,0,0,NA,NA,1
0708109050,1,1,1,0,0,NA,NA,1
0708109051,1,1,1,0,0,NA,NA,1
0708109052,1,1,1,0,0,NA,NA,1
0708109053,1,1,1,0,0,NA,NA,1
0708109054,1,1,1,0,0,NA,NA,1
0708109055,1,1,1,0,0,NA,NA,1
0708109056,1,1,1,0,0,NA,NA,1
0708109057,1,1,1,0,0,NA,NA,1
0708109069,1,1,1,0,0,NA,NA,1
0708109072,1,1,1,0,0,NA,NA,1
0708200067,1,1,1,0,0,NA,NA,1
0708200071,1,1,1,0,0,NA,NA,1
0708200072,1,1,1,0,0,NA,NA,1
0708200085,1,1,1,0,0,NA,NA,1
0708200086,1,1,1,0,0,NA,NA,1
0708204006,1,1,1,0,0,NA,NA,1
0708204007,1,1,1,0,0,NA,NA,1
0708204024,1,1,1,0,0,NA,NA,1
0708204025,1,1,1,0,0,NA,NA,1
0708204027,1,1,1,0,0,NA,NA,1
0708204029,1,1,1,0,0,NA,NA,1
0708209046,1,1,1,0,0,NA,NA,1
0708300012,0,0,0,1,1,2014-08-19,2014-08-19,1
0708300018,0,0,0,1,1,2014-08-19,2014-08-19,1
0708300131,0,0,0,1,1,2014-08-19,2014-08-19,1
0708303001,0,0,0,1,1,2014-08-19,2014-08-19,1
0708303002,0,0,0,1,1,2014-08-19,2014-08-19,1
0708303003,0,0,0,1,1,2014-08-19,2014-08-19,1
0708303004,0,0,0,1,1,2014-08-19,2014-08-19,1
0708303005,0,0,0,1,1,2014-08-19,2014-08-19,1
0708303006,0,0,0,1,1,2014-08-19,2014-08-19,1
0708303007,0,0,0,1,1,2014-08-19,2014-08-19,1
0708303008,0,0,0,1,1,2014-08-19,2014-08-19,1
0708303009,0,0,0,1,1,2014-08-19,2014-08-19,1
0708303010,0,0,0,1,1,2014-08-19,2014-08-19,1
0708303011,0,0,0,1,1,2014-08-19,2014-08-19,1
0708303012,0,0,0,1,1,2014-08-19,2014-08-19,1
0708303013,0,0,0,1,1,2014-08-19,2014-08-19,1
0708303014,0,0,0,1,1,2014-08-19,2014-08-19,1
0708304001,0,0,0,1,1,2014-08-19,2014-08-19,1
0708304006,0,0,0,1,1,2014-08-19,2014-08-19,1
0708304007,0,0,0,1,1,2014-08-19,2014-08-19,1
0708304008,0,0,0,1,1,2014-08-19,2014-08-19,1
0708304013,0,0,0,1,1,2014-08-19,2014-08-19,1
0708304014,0,0,0,1,1,2014-08-19,2014-08-19,1
0708304015,0,0,0,1,1,2014-08-19,2014-08-19,1
0708304016,0,0,0,1,1,2014-08-19,2014-08-19,1
0708304017,0,0,0,1,1,2014-08-19,2014-08-19,1
0708304018,0,0,0,1,1,2014-08-19,2014-08-19,1
0708304019,0,0,0,1,1,2014-08-19,2014-08-19,1
0708304020,0,0,0,1,1,2014-08-19,2014-08-19,1
0708304021,0,0,0,1,1,2014-08-19,2014-08-19,1
0708304022,0,0,0,1,1,2014-08-19,2014-08-19,1
0708304023,0,0,0,1,1,2014-08-19,2014-08-19,1
0709104016,1,1,1,0,0,NA,NA,1
0709104017,1,1,1,0,0,NA,NA,1
0710101036,1,1,0,0,0,NA,NA,1
0710200016,1,0,0,0,0,NA,NA,1
0710200017,1,0,0,0,0,NA,NA,1
0710200021,0,1,0,0,0,NA,NA,1
0710202012,1,1,0,0,0,NA,NA,1
0710202013,1,1,0,0,0,NA,NA,1
0710202014,1,1,0,0,0,NA,NA,1
0710204006,1,1,0,0,0,NA,NA,1
0710204007,1,1,0,0,0,NA,NA,1
0710300038,1,1,0,0,0,NA,NA,1
0710300041,1,1,0,0,0,NA,NA,1
0710300072,1,1,0,0,0,NA,NA,1
0710301011,1,1,0,0,0,NA,NA,1
0711100003,0,0,0,1,1,2013-10-14,2013-10-14,1
0711100008,0,0,0,1,1,2013-10-14,2013-10-14,1
0711100009,0,0,0,1,1,2013-10-14,2013-10-14,1
0711102011,0,0,0,1,0,2013-10-14,NA,1
0711102013,1,1,0,1,1,2013-10-14,2013-10-14,1
0711102020,0,1,0,0,1,NA,2013-10-14,1
0711103001,0,0,0,1,1,2013-10-14,2013-10-14,1
0711103002,0,0,0,1,1,2013-10-14,2013-10-14,1
0711103003,1,1,0,1,1,2013-10-14,2013-10-14,1
0711201010,1,1,0,0,0,NA,NA,1
0711201014,1,1,0,0,0,NA,NA,1
0711201020,1,1,0,0,0,NA,NA,1
0711202007,1,1,0,0,0,NA,NA,1
0711202018,1,1,0,0,0,NA,NA,1
0711202028,0,0,0,1,1,2013-10-14,2013-10-14,1
0711202030,0,0,0,1,1,2013-10-14,2013-10-14,1
0711202035,1,1,0,0,0,NA,NA,1
0711202036,1,1,0,0,0,NA,NA,1
0711202037,1,1,0,0,0,NA,NA,1
0711202039,1,1,0,0,0,NA,NA,1
0711202041,1,1,0,0,0,NA,NA,1
0711300007,0,0,0,1,1,2013-10-14,2013-10-14,1
0711300008,0,0,0,1,1,2013-10-14,2013-10-14,1
0711300010,0,0,0,1,1,2013-10-14,2013-10-14,1
0711400064,1,1,0,0,0,NA,NA,1
0711400069,1,1,0,0,0,NA,NA,1
0711400070,1,1,0,0,0,NA,NA,1
0711400074,1,1,0,0,0,NA,NA,1
0711400075,1,1,0,0,0,NA,NA,1
0711400076,1,1,0,0,0,NA,NA,1
0712202007,1,1,0,0,0,NA,NA,1
0712400052,1,1,0,0,0,NA,NA,1
0712400053,1,1,0,0,0,NA,NA,1
0712400054,1,1,0,0,0,NA,NA,1
0712400055,1,1,0,0,0,NA,NA,1
0712400056,1,1,0,0,0,NA,NA,1
0712400057,1,1,0,0,0,NA,NA,1
0714107015,1,1,0,0,0,NA,NA,1
0714107021,1,1,0,0,0,NA,NA,1
0714110001,1,1,0,0,0,NA,NA,1
0714110002,1,1,0,0,0,NA,NA,1
0714110003,1,1,0,0,0,NA,NA,1
0714110005,1,1,0,0,0,NA,NA,1
0714110006,1,1,0,0,0,NA,NA,1
0714110007,1,1,0,0,0,NA,NA,1
0714110008,1,1,0,0,0,NA,NA,1
0714110009,1,1,0,0,0,NA,NA,1
0714110010,1,1,0,0,0,NA,NA,1
0714110011,1,1,0,0,0,NA,NA,1
0714110012,1,1,0,0,0,NA,NA,1
0714110013,1,1,0,0,0,NA,NA,1
0714110014,1,1,0,0,0,NA,NA,1
0714110015,1,1,0,0,0,NA,NA,1
0714110016,1,1,0,0,0,NA,NA,1
0714111003,1,1,0,0,0,NA,NA,1
0714111004,1,1,0,0,0,NA,NA,1
0714111005,1,1,0,0,0,NA,NA,1
0714111006,1,1,0,0,0,NA,NA,1
0714111007,1,1,0,0,0,NA,NA,1
0714111008,1,1,0,0,0,NA,NA,1
0714111009,1,1,0,0,0,NA,NA,1
0714111010,1,1,0,0,0,NA,NA,1
0714111011,1,1,0,0,0,NA,NA,1
0714111012,1,1,0,0,0,NA,NA,1
0714113004,1,1,0,0,0,NA,NA,1
0714113005,1,1,0,0,0,NA,NA,1
0714117007,1,1,0,0,0,NA,NA,1
0714200028,1,1,0,0,0,NA,NA,1
0714200037,1,1,0,0,0,NA,NA,1
0714200038,1,1,0,0,0,NA,NA,1
0714200050,1,1,0,0,0,NA,NA,1
0714200051,1,1,0,0,0,NA,NA,1
0714200077,1,1,0,0,0,NA,NA,1
0714200085,1,1,0,0,0,NA,NA,1
0714302013,1,1,0,0,0,NA,NA,1
0714302018,1,1,0,0,0,NA,NA,1
0714302019,1,1,0,0,0,NA,NA,1
0714302020,1,1,0,0,0,NA,NA,1
0714400006,1,1,0,0,0,NA,NA,1
0714400007,1,1,0,0,0,NA,NA,1
0714401007,1,1,0,0,0,NA,NA,1
0714401008,1,1,0,0,0,NA,NA,1
0714401013,1,1,0,0,0,NA,NA,1
0714401021,1,1,0,0,0,NA,NA,1
0714401022,1,1,0,0,0,NA,NA,1
0714403007,1,1,0,0,0,NA,NA,1
0714409004,1,1,0,0,0,NA,NA,1
0714409005,1,1,0,0,0,NA,NA,1
0714409008,1,1,0,0,0,NA,NA,1
0714409009,1,1,0,0,0,NA,NA,1
0714409010,1,1,0,0,0,NA,NA,1
0715100017,1,1,0,0,0,NA,NA,1
0715100021,1,1,0,0,0,NA,NA,1
0715100037,1,1,0,0,0,NA,NA,1
0715101005,1,1,0,0,0,NA,NA,1
0715101017,1,1,0,0,0,NA,NA,1
0715101022,1,1,0,0,0,NA,NA,1
0715101024,1,1,0,0,0,NA,NA,1
0715103034,1,1,0,0,0,NA,NA,1
0715103035,1,1,0,0,0,NA,NA,1
0715103036,1,1,0,0,0,NA,NA,1
0715103037,1,1,0,0,0,NA,NA,1
0715103038,1,1,0,0,0,NA,NA,1
0715103039,1,1,0,0,0,NA,NA,1
0715103040,1,1,0,0,0,NA,NA,1
0715103041,1,1,0,0,0,NA,NA,1
0715103046,1,1,0,0,0,NA,NA,1
0715103048,1,1,0,0,0,NA,NA,1
0715106001,1,1,0,0,0,NA,NA,1
0715108043,1,1,0,0,0,NA,NA,1
0715108044,1,1,0,0,0,NA,NA,1
0715108045,1,1,0,0,0,NA,NA,1
0715108046,1,1,0,0,0,NA,NA,1
0715108047,1,1,0,0,0,NA,NA,1
0715108048,1,1,0,0,0,NA,NA,1
0715108049,1,1,0,0,0,NA,NA,1
0715108050,1,1,0,0,0,NA,NA,1
0715108051,1,1,0,0,0,NA,NA,1
0715108052,1,1,0,0,0,NA,NA,1
0715108053,1,1,0,0,0,NA,NA,1
0715108056,1,1,0,0,0,NA,NA,1
0715108058,1,1,0,0,0,NA,NA,1
0715202006,1,1,0,0,0,NA,NA,1
0715202007,1,1,0,0,0,NA,NA,1
0715202008,1,1,0,0,0,NA,NA,1
0715202009,1,1,0,0,0,NA,NA,1
0715202010,1,1,0,0,0,NA,NA,1
0715202017,1,1,0,0,0,NA,NA,1
0715202018,1,1,0,0,0,NA,NA,1
0715202019,1,1,0,0,0,NA,NA,1
0715202020,1,1,0,0,0,NA,NA,1
0715202021,1,1,0,0,0,NA,NA,1
0715202022,1,1,0,0,0,NA,NA,1
0715202023,1,1,0,0,0,NA,NA,1
0715202024,1,1,0,0,0,NA,NA,1
0715205001,1,1,0,0,0,NA,NA,1
0715205002,1,1,0,0,0,NA,NA,1
0715205005,1,1,0,0,0,NA,NA,1
0715205006,1,1,0,0,0,NA,NA,1
0715205007,1,1,0,0,0,NA,NA,1
0715205008,1,1,0,0,0,NA,NA,1
0715205009,1,1,0,0,0,NA,NA,1
0715205010,1,1,0,0,0,NA,NA,1
0715205011,1,1,0,0,0,NA,NA,1
0715205012,1,1,0,0,0,NA,NA,1
0715205013,1,1,0,0,0,NA,NA,1
0715205014,1,1,0,0,0,NA,NA,1
0715205016,1,1,0,0,0,NA,NA,1
0715205017,1,1,0,0,0,NA,NA,1
0716206008,1,1,0,0,0,NA,NA,1
0716207001,1,1,0,0,0,NA,NA,1
0716207002,1,1,0,0,0,NA,NA,1
0716210018,1,1,0,0,0,NA,NA,1
0716210019,1,1,0,0,0,NA,NA,1
0716210020,1,1,0,0,0,NA,NA,1
0716210021,1,1,0,0,0,NA,NA,1
0716210022,1,1,0,0,0,NA,NA,1
0717100007,0,0,1,0,0,NA,NA,1
0717100008,0,0,1,0,0,NA,NA,1
0717100009,1,1,1,0,0,NA,NA,1
0717102011,1,1,1,0,0,NA,NA,1
0717102012,1,1,1,0,0,NA,NA,1
0717102031,0,0,1,0,0,NA,NA,1
0717102032,1,1,1,0,0,NA,NA,1
0717102033,1,1,1,0,0,NA,NA,1
0717102048,1,1,1,0,0,NA,NA,1
0717108009,0,0,1,0,0,NA,NA,1
0717110037,1,1,1,0,0,NA,NA,1
0717110038,1,1,1,0,0,NA,NA,1
0717110052,1,1,1,0,0,NA,NA,1
0717110053,0,0,1,0,0,NA,NA,1
0717110054,0,0,1,0,0,NA,NA,1
0717110055,0,0,1,0,0,NA,NA,1
0717110063,0,0,1,0,0,NA,NA,1
0717110066,1,1,1,0,0,NA,NA,1
0717110067,0,0,1,0,0,NA,NA,1
0717110068,1,1,1,0,0,NA,NA,1
0717110069,1,1,1,0,0,NA,NA,1
0717111001,1,1,1,0,0,NA,NA,1
0717111002,1,1,1,0,0,NA,NA,1
0717111033,1,1,1,0,0,NA,NA,1
0717111034,1,1,1,0,0,NA,NA,1
0717111035,1,1,1,0,0,NA,NA,1
0717111036,1,1,1,0,0,NA,NA,1
0717111037,0,0,1,0,0,NA,NA,1
0717111038,0,0,1,0,0,NA,NA,1
0717111039,0,0,1,0,0,NA,NA,1
0717111040,0,0,1,0,0,NA,NA,1
0717111047,1,1,1,0,0,NA,NA,1
0717111049,1,1,1,0,0,NA,NA,1
0717111050,1,1,1,0,0,NA,NA,1
0717112001,1,1,1,0,0,NA,NA,1
0717112002,0,0,1,0,0,NA,NA,1
0717112003,0,0,1,0,0,NA,NA,1
0717112004,0,0,1,0,0,NA,NA,1
0717112005,0,0,1,0,0,NA,NA,1
0717112006,0,0,1,0,0,NA,NA,1
0717112008,0,0,1,0,0,NA,NA,1
0717112009,0,0,1,0,0,NA,NA,1
0717112010,0,0,1,0,0,NA,NA,1
0717112011,0,0,1,0,0,NA,NA,1
0717112012,0,0,1,0,0,NA,NA,1
0717112013,0,0,1,0,0,NA,NA,1
0717112014,0,0,1,0,0,NA,NA,1
0717112015,0,0,1,0,0,NA,NA,1
0717112026,0,0,1,0,0,NA,NA,1
0717113001,1,1,1,0,0,NA,NA,1
0717113002,0,0,1,0,0,NA,NA,1
0717113013,0,0,1,0,0,NA,NA,1
0717113014,1,1,1,0,0,NA,NA,1
0717113015,1,1,1,0,0,NA,NA,1
0717113019,1,1,1,0,0,NA,NA,1
0717113020,1,1,1,0,0,NA,NA,1
0717115001,0,0,1,0,0,NA,NA,1
0717115002,1,1,1,0,0,NA,NA,1
0717115003,1,1,1,0,0,NA,NA,1
0717115004,1,1,1,0,0,NA,NA,1
0717115005,1,1,1,0,0,NA,NA,1
0717115011,0,0,1,0,0,NA,NA,1
0717117001,1,1,1,0,0,NA,NA,1
0717210001,0,0,1,0,0,NA,NA,1
0717210002,0,0,1,0,0,NA,NA,1
0717210003,0,0,1,0,0,NA,NA,1
0717210004,0,0,1,0,0,NA,NA,1
0717210005,0,0,1,0,0,NA,NA,1
0717210006,0,0,1,0,0,NA,NA,1
0717210007,1,1,1,0,0,NA,NA,1
0717211004,0,0,1,0,0,NA,NA,1
0717211005,0,0,1,0,0,NA,NA,1
0717211012,0,0,1,0,0,NA,NA,1
0717211013,0,0,1,0,0,NA,NA,1
0717211014,0,0,1,0,0,NA,NA,1
0717212003,0,0,1,0,0,NA,NA,1
0717212004,0,0,1,0,0,NA,NA,1
0717212005,0,0,1,0,0,NA,NA,1
0717212006,0,0,1,0,0,NA,NA,1
0717212007,0,0,1,0,0,NA,NA,1
0717212008,0,0,1,0,0,NA,NA,1
0717212013,0,0,1,0,0,NA,NA,1
0717212014,0,0,1,0,0,NA,NA,1
0717212015,0,0,1,0,0,NA,NA,1
0717212016,0,0,1,0,0,NA,NA,1
0717212017,0,0,1,0,0,NA,NA,1
0717212023,0,0,1,0,0,NA,NA,1
0717212024,0,0,1,0,0,NA,NA,1
0717212025,0,0,1,0,0,NA,NA,1
0717212026,0,0,1,0,0,NA,NA,1
0717213001,0,0,1,0,0,NA,NA,1
0717213002,0,0,1,0,0,NA,NA,1
0717213003,0,0,1,0,0,NA,NA,1
0717213004,1,1,1,0,0,NA,NA,1
0717213005,1,1,1,0,0,NA,NA,1
0717213006,0,0,1,0,0,NA,NA,1
0717213007,0,0,1,0,0,NA,NA,1
0717213008,1,1,1,0,0,NA,NA,1
0717213009,1,1,1,0,0,NA,NA,1
0717213010,0,0,1,0,0,NA,NA,1
0717213011,0,0,1,0,0,NA,NA,1
0717213012,0,0,1,0,0,NA,NA,1
0717213013,1,1,1,0,0,NA,NA,1
0717213014,1,1,1,0,0,NA,NA,1
0717213015,0,0,1,0,0,NA,NA,1
0717213016,0,0,1,0,0,NA,NA,1
0717213017,1,1,1,0,0,NA,NA,1
0717213018,1,1,1,0,0,NA,NA,1
0717213019,0,0,1,0,0,NA,NA,1
0717215005,0,0,1,0,0,NA,NA,1
0717215006,0,0,1,0,0,NA,NA,1
0717216001,1,1,1,0,0,NA,NA,1
0717216002,0,0,1,0,0,NA,NA,1
0717216005,1,1,1,0,0,NA,NA,1
0717216006,1,1,1,0,0,NA,NA,1
0717216007,1,1,1,0,0,NA,NA,1
0717216008,1,1,1,0,0,NA,NA,1
0717216009,1,1,1,0,0,NA,NA,1
0717216010,1,1,1,0,0,NA,NA,1
0717303024,1,1,0,0,0,NA,NA,1
0717400007,0,0,1,0,0,NA,NA,1
0717400008,1,1,1,0,0,NA,NA,1
0717400009,1,1,1,0,0,NA,NA,1
0717400010,1,1,1,0,0,NA,NA,1
0717400011,0,0,1,0,0,NA,NA,1
0717400012,0,0,1,0,0,NA,NA,1
0717400013,0,0,1,0,0,NA,NA,1
0717400024,1,1,0,0,0,NA,NA,1
0717400025,1,1,1,0,0,NA,NA,1
0717400026,1,1,1,0,0,NA,NA,1
0717400027,1,1,1,0,0,NA,NA,1
0717400028,1,1,1,0,0,NA,NA,1
0717400029,0,0,1,0,0,NA,NA,1
0717400031,0,0,1,0,0,NA,NA,1
0717400032,0,0,1,0,0,NA,NA,1
0717400033,1,1,1,0,0,NA,NA,1
0717400034,1,1,1,0,0,NA,NA,1
0717400035,1,1,1,0,0,NA,NA,1
0717400036,1,1,1,0,0,NA,NA,1
0717400037,1,1,1,0,0,NA,NA,1
0717400038,1,1,1,0,0,NA,NA,1
0717400039,1,1,1,0,0,NA,NA,1
0717400040,1,1,1,0,0,NA,NA,1
0717400041,1,1,1,0,0,NA,NA,1
0717400042,1,1,1,0,0,NA,NA,1
0717400043,1,1,1,0,0,NA,NA,1
0718200010,1,1,1,0,0,NA,NA,1
0718200019,1,1,1,0,0,NA,NA,1
0718207039,0,0,1,0,0,NA,NA,1
0718404044,1,1,1,0,0,NA,NA,1
0718408028,1,1,1,0,0,NA,NA,1
0718408029,1,1,1,0,0,NA,NA,1
0718408030,1,1,1,0,0,NA,NA,1
0718408031,1,1,1,0,0,NA,NA,1
0718408063,1,1,1,0,0,NA,NA,1
0718414001,1,1,0,0,0,NA,NA,1
0718414002,1,1,0,0,0,NA,NA,1
0718414003,1,1,0,0,0,NA,NA,1
0718414004,1,1,0,0,0,NA,NA,1
0718414006,1,1,0,0,0,NA,NA,1
0718414007,1,1,0,0,0,NA,NA,1
0719201008,1,1,1,0,0,NA,NA,1
0719201009,1,1,1,0,0,NA,NA,1
0719203001,1,1,0,0,0,NA,NA,1
0719205026,1,1,1,0,0,NA,NA,1
0719208014,1,1,0,0,0,NA,NA,1
0719209004,1,1,0,0,0,NA,NA,1
0719209005,1,1,0,0,0,NA,NA,1
0719214008,1,1,0,0,0,NA,NA,1
0719214023,1,1,0,0,0,NA,NA,1
0720104013,1,1,0,0,0,NA,NA,1
0720104014,1,1,1,0,0,NA,NA,1
0720104015,1,1,1,0,0,NA,NA,1
0720104016,1,1,1,0,0,NA,NA,1
0720104020,1,1,0,0,0,NA,NA,1
0720104031,1,1,0,0,0,NA,NA,1
0720104032,1,1,0,0,0,NA,NA,1
0720104033,1,1,0,0,0,NA,NA,1
0720104034,1,1,1,0,0,NA,NA,1
0720104039,1,1,1,0,0,NA,NA,1
0720104040,1,1,1,0,0,NA,NA,1
0720104041,1,1,1,0,0,NA,NA,1
0721409013,1,1,0,0,0,NA,NA,1
0721409014,1,1,0,0,0,NA,NA,1
0721409017,1,1,0,0,0,NA,NA,1
0721415020,1,1,0,0,0,NA,NA,1
0721415021,1,1,0,0,0,NA,NA,1
0722100026,1,1,0,0,0,NA,NA,1
0722101042,1,1,0,0,0,NA,NA,1
0722101043,1,1,0,0,0,NA,NA,1
0722101045,1,1,0,0,0,NA,NA,1
0722101046,1,1,0,0,0,NA,NA,1
0722101047,1,1,0,0,0,NA,NA,1
0722202001,1,1,0,0,0,NA,NA,1
0722203012,1,1,0,0,0,NA,NA,1
0722203013,1,1,0,0,0,NA,NA,1
0722203014,1,1,0,0,0,NA,NA,1
0722203015,1,1,0,0,0,NA,NA,1
0722203016,1,1,0,0,0,NA,NA,1
0722203023,1,1,0,0,0,NA,NA,1
0722301062,1,1,0,0,0,NA,NA,1
0722402004,1,1,0,0,0,NA,NA,1
0722402005,1,1,0,0,0,NA,NA,1
0722402006,1,1,0,0,0,NA,NA,1
0722402018,1,1,0,0,0,NA,NA,1
0722402019,1,1,0,0,0,NA,NA,1
0722402020,1,1,0,0,0,NA,NA,1
0722402021,1,1,0,0,0,NA,NA,1
0722402022,1,1,0,0,0,NA,NA,1
0722402023,1,1,0,0,0,NA,NA,1
0722402024,1,1,0,0,0,NA,NA,1
0722402025,1,1,0,0,0,NA,NA,1
0722402026,1,1,0,0,0,NA,NA,1
0722402027,1,1,0,0,0,NA,NA,1
0722402028,1,1,0,0,0,NA,NA,1
0723104001,1,1,0,0,0,NA,NA,1
0723104002,1,1,0,0,0,NA,NA,1
0723104003,1,1,0,0,0,NA,NA,1
0723104004,1,1,0,0,0,NA,NA,1
0723104005,1,1,0,0,0,NA,NA,1
0723106032,1,1,0,0,0,NA,NA,1
0723106033,1,1,0,0,0,NA,NA,1
0723106034,1,1,0,0,0,NA,NA,1
0723201010,1,1,0,0,0,NA,NA,1
0723201011,1,1,0,0,0,NA,NA,1
0723300010,1,1,0,0,0,NA,NA,1
0723301013,1,1,0,0,0,NA,NA,1
0723301014,1,1,0,0,0,NA,NA,1
0723302005,1,1,0,0,0,NA,NA,1
0723306009,1,1,0,0,0,NA,NA,1
0723309001,1,1,0,0,0,NA,NA,1
0723309002,1,1,0,0,0,NA,NA,1
0723400012,1,1,0,0,0,NA,NA,1
0723401002,1,1,0,0,0,NA,NA,1
0723401003,1,1,0,0,0,NA,NA,1
0723402012,1,1,0,0,0,NA,NA,1
0723402013,1,1,0,0,0,NA,NA,1
0723403001,1,1,0,0,0,NA,NA,1
0725101007,1,1,0,0,0,NA,NA,1
0725102003,1,1,0,0,0,NA,NA,1
0725200010,1,1,0,0,0,NA,NA,1
0725200014,1,1,0,0,0,NA,NA,1
0726101003,1,1,0,0,0,NA,NA,1
0726101012,1,1,0,0,0,NA,NA,1
0726117034,1,1,0,0,0,NA,NA,1
0726117035,1,1,0,0,0,NA,NA,1
0726117036,1,1,0,0,0,NA,NA,1
0726117037,1,1,0,0,0,NA,NA,1
0726200007,1,1,0,0,0,NA,NA,1
0726200021,1,0,0,0,0,NA,NA,1
0726201004,1,1,0,0,0,NA,NA,1
0726201017,1,0,0,0,0,NA,NA,1
0726400104,1,1,0,0,0,NA,NA,1
0726400105,1,1,0,0,0,NA,NA,1
0726400118,1,1,0,0,0,NA,NA,1
0726402037,1,1,0,0,0,NA,NA,1
0726403100,1,1,0,0,0,NA,NA,1
0726414030,1,1,0,0,0,NA,NA,1
0726415001,1,1,0,0,0,NA,NA,1
0726415002,1,1,0,0,0,NA,NA,1
0727301002,1,1,0,0,0,NA,NA,1
0727301003,1,1,0,0,0,NA,NA,1
0727306011,1,1,0,0,0,NA,NA,1
0727306012,1,1,0,0,0,NA,NA,1
0728111020,1,1,0,0,0,NA,NA,1
0728111021,1,1,0,0,0,NA,NA,1
0728111022,1,1,0,0,0,NA,NA,1
0728111023,1,1,0,0,0,NA,NA,1
0728111034,1,1,0,0,0,NA,NA,1
0728111035,1,1,0,0,0,NA,NA,1
0728111074,1,1,0,0,0,NA,NA,1
0728111075,1,1,0,0,0,NA,NA,1
0728112023,1,1,0,0,0,NA,NA,1
0728112024,1,1,0,0,0,NA,NA,1
0728112025,1,1,0,0,0,NA,NA,1
0728112028,1,1,0,0,0,NA,NA,1
0728112029,1,1,0,0,0,NA,NA,1
0728112031,1,1,0,0,0,NA,NA,1
0728112032,1,1,0,0,0,NA,NA,1
0728112033,1,1,0,0,0,NA,NA,1
0728112034,1,1,0,0,0,NA,NA,1
0728112035,1,1,0,0,0,NA,NA,1
0728112036,1,1,0,0,0,NA,NA,1
0728112037,1,1,0,0,0,NA,NA,1
0728112038,1,1,0,0,0,NA,NA,1
0728112039,1,1,0,0,0,NA,NA,1
0728112040,1,1,0,0,0,NA,NA,1
0728112041,1,1,0,0,0,NA,NA,1
0728112042,1,1,0,0,0,NA,NA,1
0728112043,1,1,0,0,0,NA,NA,1
0728112049,1,1,0,0,0,NA,NA,1
0728207037,1,1,0,0,0,NA,NA,1
0728207039,1,1,0,0,0,NA,NA,1
0728213043,1,1,0,0,0,NA,NA,1
0728213047,1,1,0,0,0,NA,NA,1
0728304084,1,1,0,0,0,NA,NA,1
0728312001,1,1,0,0,0,NA,NA,1
0728312002,1,1,0,0,0,NA,NA,1
0728312003,1,1,0,0,0,NA,NA,1
0728312004,1,1,0,0,0,NA,NA,1
0728312005,1,1,0,0,0,NA,NA,1
0728401020,1,1,0,0,0,NA,NA,1
0728401028,1,1,0,0,0,NA,NA,1
0728401079,1,1,0,0,0,NA,NA,1
0728401080,1,1,0,0,0,NA,NA,1
0728401081,1,1,0,0,0,NA,NA,1
0728411016,1,1,0,0,0,NA,NA,1
0728411017,1,1,0,0,0,NA,NA,1
0728411018,1,1,0,0,0,NA,NA,1
0728411019,1,1,0,0,0,NA,NA,1
0728411020,1,1,0,0,0,NA,NA,1
0728411021,1,1,0,0,0,NA,NA,1
0728411022,1,1,0,0,0,NA,NA,1
0728411023,1,1,0,0,0,NA,NA,1
