pin,pin10,mncplty,pltcltw,assssrn,assssrb,geoid,shp_Lng,shap_Ar,DFIRM_I,VERSION,LOMR_ID,EFF_DAT,CASE_NO,SCALE,STATUS,SOURCE_
03034000130000,0303400013,Wheeling,TOWN OF WHEELING,013,517,17031802504,467.97889030088515,8928.151552152873,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03034000140000,0303400014,Wheeling,TOWN OF WHEELING,013,517,17031802504,475.0080914637383,9648.651945230087,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03034000150000,0303400015,Wheeling,TOWN OF WHEELING,013,517,17031802504,671.064766262517,27826.050079324792,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03034000170000,0303400017,Wheeling,TOWN OF WHEELING,013,EX,17031802404,1546.5182284647294,130671.15456009134,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03034000200000,0303400020,Wheeling,TOWN OF WHEELING,013,590,17031802504,410.79151505561686,3706.230590101966,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03034000220000,0303400022,Wheeling,TOWN OF WHEELING,013,531,17031802404,2520.4489000150684,269097.2853026041,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03034000250000,0303400025,Wheeling,TOWN OF WHEELING,013,597,17031802404,900.7322914076761,50091.05692666078,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03034000260000,0303400026,Wheeling,TOWN OF WHEELING,013,212,17031802404,877.4963399077546,33869.29355594213,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03034000270000,0303400027,Wheeling,TOWN OF WHEELING,013,597,17031802404,1552.3855312943185,96664.98777470933,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03034000300000,0303400030,Wheeling,TOWN OF WHEELING,013,597,17031802404,861.3219354952413,38738.048115049394,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03034000320000,0303400032,Wheeling,TOWN OF WHEELING,013,100,17031802404,3123.7503161398954,274572.3301448747,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03034000330000,0303400033,Wheeling,TOWN OF WHEELING,013,528,17031802404,1597.3370959620033,102271.21126566341,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03034000350000,0303400035,Wheeling,TOWN OF WHEELING,013,517,17031802504,810.4740971123854,40894.80573908666,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03034000360000,0303400036,Wheeling,TOWN OF WHEELING,013,517,17031802504,517.0189206185961,13266.52144460851,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03034000370000,0303400037,Wheeling,TOWN OF WHEELING,013,522,17031802504,914.3526767384792,32176.784171380783,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03034000470000,0303400047,Wheeling,TOWN OF WHEELING,013,517,17031802404,447.78275637696447,12713.266610494473,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03034000480000,0303400048,Wheeling,TOWN OF WHEELING,013,531,17031802404,2328.630317307409,303419.5065920736,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03034000550000,0303400055,Wheeling,TOWN OF WHEELING,013,100,17031802404,666.8685660163345,6716.294559123473,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03034000560000,0303400056,Wheeling,TOWN OF WHEELING,013,299,17031802404,1176.9432098015131,80546.5412681566,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03034000590000,0303400059,Wheeling,TOWN OF WHEELING,013,593,17031802404,1253.0946613384756,82068.49587617075,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03034000600000,0303400060,Wheeling,TOWN OF WHEELING,013,100,17031802404,2484.4290400183413,208045.41351677253,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03034000630000,0303400063,Wheeling,TOWN OF WHEELING,013,299,17031802404,6050.7001455312875,992507.5401992319,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03034000640000,0303400064,Wheeling,TOWN OF WHEELING,013,522,17031802404,1256.2120136821056,87895.13402276288,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03034000650000,0303400065,Wheeling,TOWN OF WHEELING,013,597,17031802404,1568.6805994593974,151029.60756570662,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03034000660000,0303400066,Wheeling,TOWN OF WHEELING,013,590,17031802404,1063.2831493575356,58329.94497034468,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03034000730000,0303400073,Wheeling,TOWN OF WHEELING,013,299,17031802404,3707.571859708236,242067.76440811256,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03034000750000,0303400075,Wheeling,TOWN OF WHEELING,013,EX,17031802404,950.0026670734941,15771.496106905392,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03034000760000,0303400076,Wheeling,TOWN OF WHEELING,013,203,17031802404,919.0190834929348,10998.685427770855,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03034000770000,0303400077,Wheeling,TOWN OF WHEELING,013,241,17031802404,664.8585218532687,7639.791119747747,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03034000780000,0303400078,Wheeling,TOWN OF WHEELING,013,241,17031802404,357.36701975849996,3602.7803692931425,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03034000790000,0303400079,Wheeling,TOWN OF WHEELING,013,290,17031802404,463.50926366205977,12968.059798872728,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03034000800000,0303400080,Wheeling,TOWN OF WHEELING,013,100,17031802404,1330.9318684263883,90155.38390584197,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03034000810000,0303400081,Wheeling,TOWN OF WHEELING,013,590,17031802404,1652.9779091822534,109486.3789403406,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03034000820000,0303400082,Wheeling,TOWN OF WHEELING,013,EX,17031802402,338.2758073726033,6659.788028776079,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03034000840000,0303400084,Wheeling,TOWN OF WHEELING,013,EX,17031802402,824.2118361317936,28511.77958296281,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03034000880000,0303400088,Wheeling,TOWN OF WHEELING,013,318,17031802402,2338.9316295998087,328142.30160568,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03034010010000,0303401001,Wheeling,TOWN OF WHEELING,013,593,17031802402,1954.203292994806,208278.1750529254,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03034010100000,0303401010,Wheeling,TOWN OF WHEELING,013,397,17031802402,3383.2518410167368,100694.62091196606,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03034010120000,0303401012,Wheeling,TOWN OF WHEELING,013,663,17031802402,1988.9612085817832,239779.64401892194,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03034010130000,0303401013,Wheeling,TOWN OF WHEELING,013,670,17031802402,1265.9837045059326,57272.11769553448,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03034020010000,0303402001,Wheeling,TOWN OF WHEELING,013,590,17031802404,2732.894020142837,361352.37407798576,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03034020020000,0303402002,Wheeling,TOWN OF WHEELING,013,531,17031802404,1332.846474280299,109982.78931132118,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03034030010000,0303403001,Wheeling,TOWN OF WHEELING,013,397,17031802402,3880.3059241091837,912457.2053907877,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03035000020000,0303500002,Unincorporated,TOWN OF WHEELING,999,RR,17031802404,1340.8711697258739,56613.50862601491,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03035000040000,0303500004,Unincorporated,TOWN OF WHEELING,013,RR,17031802404,2022.6637453554183,90539.43165337257,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03035000080000,0303500008,Wheeling,TOWN OF WHEELING,999,EX,17031802505,480.72901772959176,11795.498332764213,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03035000100000,0303500010,Unincorporated,TOWN OF WHEELING,999,RR,17031802402,4159.477628116591,197496.7284978855,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03041010060000,0304101006,Wheeling,TOWN OF WHEELING,012,206,17031802404,1091.7619895992632,72476.23055256062,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03041010080000,0304101008,Wheeling,TOWN OF WHEELING,012,203,17031802404,956.4093826465781,49332.03761674241,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03041010090000,0304101009,Wheeling,TOWN OF WHEELING,013,203,17031802404,1025.7628211985088,43632.24356245806,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03041020020000,0304102002,Wheeling,TOWN OF WHEELING,013,100,17031802404,2467.6563844222087,156553.76584518686,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03041030030000,0304103003,Buffalo Grove,TOWN OF WHEELING,013,EX,17031802404,726.003508312787,33082.94127175633,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03041030040000,0304103004,Buffalo Grove,TOWN OF WHEELING,013,EX,17031802404,823.3536732052517,42128.341617577906,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03041030060000,0304103006,Wheeling,TOWN OF WHEELING,012,239,17031802404,6775.364560111694,1559361.7685728164,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03041040240000,0304104024,Buffalo Grove,TOWN OF WHEELING,012,203,17031803010,421.3349298344858,9855.134027947895,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03041070090000,0304107009,Buffalo Grove,TOWN OF WHEELING,012,203,17031803010,424.01524949228474,9939.933442031146,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03041070100000,0304107010,Buffalo Grove,TOWN OF WHEELING,012,206,17031803010,423.8064077146397,9929.78731453874,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03041070110000,0304107011,Buffalo Grove,TOWN OF WHEELING,012,203,17031803010,438.97463552635264,10353.567721879097,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03041070120000,0304107012,Buffalo Grove,TOWN OF WHEELING,012,203,17031803010,451.37234249561084,10880.221595408524,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03041070130000,0304107013,Buffalo Grove,TOWN OF WHEELING,012,203,17031803010,444.5121944349844,10558.25760068766,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03041080010000,0304108001,Buffalo Grove,TOWN OF WHEELING,012,202,17031803010,400.0008708535489,10000.018854793565,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03041080020000,0304108002,Buffalo Grove,TOWN OF WHEELING,012,234,17031803010,410.1518245266962,11072.474336828176,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03041080030000,0304108003,Buffalo Grove,TOWN OF WHEELING,012,203,17031803010,384.3643577678007,9449.174219053486,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03041080040000,0304108004,Buffalo Grove,TOWN OF WHEELING,012,203,17031803010,419.68288635045127,9751.46338612661,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03041080050000,0304108005,Buffalo Grove,TOWN OF WHEELING,012,203,17031803010,479.80069462517116,12938.801712905171,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03041080060000,0304108006,Buffalo Grove,TOWN OF WHEELING,012,203,17031803010,501.2149579455728,14393.214759351154,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03041080070000,0304108007,Buffalo Grove,TOWN OF WHEELING,012,203,17031803010,455.5319206094251,11456.873106957339,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03041080080000,0304108008,Buffalo Grove,TOWN OF WHEELING,012,203,17031803010,421.2144243712751,10308.211025106857,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03041080090000,0304108009,Buffalo Grove,TOWN OF WHEELING,012,203,17031803010,423.6657464295175,9740.234466909347,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03041080100000,0304108010,Buffalo Grove,TOWN OF WHEELING,012,202,17031803010,478.1901200186385,13790.625493681046,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03041080110000,0304108011,Buffalo Grove,TOWN OF WHEELING,012,203,17031803010,456.72576489285046,12185.875838540578,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03041080120000,0304108012,Buffalo Grove,TOWN OF WHEELING,012,203,17031803010,436.43735523113,10741.358029816993,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03041080140000,0304108014,Buffalo Grove,TOWN OF WHEELING,012,202,17031803010,428.79940076525344,9224.615799940559,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03041080150000,0304108015,Buffalo Grove,TOWN OF WHEELING,012,202,17031803010,435.6190846467893,9474.002646054265,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03041080160000,0304108016,Buffalo Grove,TOWN OF WHEELING,012,203,17031803010,431.7817309064527,9316.826309735694,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03041080170000,0304108017,Buffalo Grove,TOWN OF WHEELING,012,202,17031803010,420.4730879655665,8974.884071058137,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03041080180000,0304108018,Buffalo Grove,TOWN OF WHEELING,012,202,17031803010,406.56948139165115,8578.771041089609,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03041080190000,0304108019,Buffalo Grove,TOWN OF WHEELING,012,203,17031803010,391.3694267816754,8122.10824297177,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03041080200000,0304108020,Buffalo Grove,TOWN OF WHEELING,012,203,17031803010,377.6418219648165,7709.733581999535,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03041080210000,0304108021,Buffalo Grove,TOWN OF WHEELING,012,202,17031803010,368.9456662584332,7598.033953119088,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03041080220000,0304108022,Buffalo Grove,TOWN OF WHEELING,012,203,17031803010,357.34309584193846,7194.868744673916,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03041080230000,0304108023,Buffalo Grove,TOWN OF WHEELING,012,203,17031803010,353.7312774245278,7156.118699283127,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03041080240000,0304108024,Buffalo Grove,TOWN OF WHEELING,012,202,17031803010,334.79949777490515,6587.741010768406,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03041080260000,0304108026,Buffalo Grove,TOWN OF WHEELING,012,202,17031803010,362.6806258160627,7678.824502710837,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03041080270000,0304108027,Buffalo Grove,TOWN OF WHEELING,012,202,17031803010,422.07038701097116,9747.497762399536,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03041080280000,0304108028,Buffalo Grove,TOWN OF WHEELING,012,202,17031803010,406.5066885303561,8832.21438324049,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03041080290000,0304108029,Buffalo Grove,TOWN OF WHEELING,012,203,17031803010,401.01321518411885,8732.582836274647,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03041080300000,0304108030,Buffalo Grove,TOWN OF WHEELING,012,202,17031803010,393.2238740712321,8483.384632977883,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03041080310000,0304108031,Buffalo Grove,TOWN OF WHEELING,012,202,17031803010,385.430061201102,8233.92471677841,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03041080320000,0304108032,Buffalo Grove,TOWN OF WHEELING,012,202,17031803010,377.6390494149693,7984.629319534196,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03041080330000,0304108033,Buffalo Grove,TOWN OF WHEELING,012,202,17031803010,369.84774450391456,7735.299863126181,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03041080340000,0304108034,Buffalo Grove,TOWN OF WHEELING,012,202,17031803010,362.05684174328263,7485.976317978113,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03041080350000,0304108035,Buffalo Grove,TOWN OF WHEELING,012,202,17031803010,354.37126391843077,7242.9233455306685,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03041080360000,0304108036,Buffalo Grove,TOWN OF WHEELING,012,202,17031803010,352.27766994429004,7308.253265280106,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03041080370000,0304108037,Buffalo Grove,TOWN OF WHEELING,012,202,17031803010,392.92013774095903,8795.235161290359,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03042000040000,0304200004,Wheeling,TOWN OF WHEELING,013,206,17031802404,2139.5577485885615,277853.2480296361,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03042000060000,0304200006,Wheeling,TOWN OF WHEELING,013,517,17031802404,4169.592133621086,675432.3833463807,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03042000070000,0304200007,Wheeling,TOWN OF WHEELING,013,517,17031802404,3578.306440134011,624773.6728864316,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03042000080000,0304200008,Wheeling,TOWN OF WHEELING,013,517,17031802404,4844.5122956937785,104631.0934857237,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03042010070000,0304201007,Wheeling,TOWN OF WHEELING,013,517,17031802404,1217.2995356696815,87006.79422899481,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03042010150000,0304201015,Wheeling,TOWN OF WHEELING,013,397,17031802404,1917.4866501852798,141889.9691015182,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03042010170000,0304201017,Wheeling,TOWN OF WHEELING,013,207,17031802404,800.7786033798819,36343.233340838124,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03042010190000,0304201019,Wheeling,TOWN OF WHEELING,013,239,17031802404,2212.380528340661,148190.6641247285,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03042010210000,0304201021,Wheeling,TOWN OF WHEELING,013,239,17031802404,522.3526676900608,16463.998391007328,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03042010250000,0304201025,Wheeling,TOWN OF WHEELING,013,299,17031802404,4086.485089711137,686378.7832622468,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03042010260000,0304201026,Wheeling,TOWN OF WHEELING,013,299,17031802404,3181.739152386356,467415.37700956676,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03042020040000,0304202004,Wheeling,TOWN OF WHEELING,013,224,17031802404,1306.6857790725728,103911.32574501136,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03042020050000,0304202005,Wheeling,TOWN OF WHEELING,013,205,17031802404,2659.818954536595,410263.40454901464,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03042020060000,0304202006,Wheeling,TOWN OF WHEELING,013,239,17031802404,2354.7351571070603,221593.38886025202,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03042020080000,0304202008,Wheeling,TOWN OF WHEELING,013,239,17031802404,6917.706248168927,1111981.7890873482,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03042020090000,0304202009,Wheeling,TOWN OF WHEELING,013,239,17031802404,1169.193488364919,85419.28757922252,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03042030550000,0304203055,Wheeling,TOWN OF WHEELING,013,100,17031802404,1323.6775198576906,70466.37457300675,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03042030630000,0304203063,Wheeling,TOWN OF WHEELING,013,299,17031802404,1463.5051784946504,107541.79395036167,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03042030661001,0304203066,Wheeling,TOWN OF WHEELING,013,299,17031802404,1726.4123951775678,81445.65767241764,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03042030670000,0304203067,Wheeling,TOWN OF WHEELING,013,299,17031802404,1969.22289601681,129620.3917821659,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03042040610000,0304204061,Wheeling,TOWN OF WHEELING,013,100,17031802404,727.2258045048907,28111.605927602424,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03042040620000,0304204062,Wheeling,TOWN OF WHEELING,013,100,17031802404,886.0344267772743,37112.73705419864,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03042040630000,0304204063,Wheeling,TOWN OF WHEELING,013,241,17031802404,963.9120754539332,55406.39214345159,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03042040720000,0304204072,Wheeling,TOWN OF WHEELING,013,299,17031802404,1496.511188028637,123739.8767607075,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03042040730000,0304204073,Wheeling,TOWN OF WHEELING,013,299,17031802404,1748.2265330191221,107856.55279813758,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03042040740000,0304204074,Wheeling,TOWN OF WHEELING,013,299,17031802404,2073.5069817602944,134361.71518761627,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03042040750000,0304204075,Wheeling,TOWN OF WHEELING,013,299,17031802404,773.8505379220846,35444.24739715705,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03042040760000,0304204076,Wheeling,TOWN OF WHEELING,013,299,17031802404,1150.0858852261133,58294.46459922172,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03042040770000,0304204077,Wheeling,TOWN OF WHEELING,013,299,17031802404,877.5933543719599,49610.84987803479,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03042040780000,0304204078,Wheeling,TOWN OF WHEELING,013,299,17031802404,816.54166657436,29005.6030088612,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03043020130000,0304302013,Wheeling,TOWN OF WHEELING,013,397,17031802404,4342.1593672315685,600734.7055730119,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03043020200000,0304302020,Wheeling,TOWN OF WHEELING,013,314,17031802403,2938.453539079368,362184.52667244355,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03043020340000,0304302034,Wheeling,TOWN OF WHEELING,013,100,17031802403,1597.1734308010925,3177.2423099392195,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03043020350000,0304302035,Wheeling,TOWN OF WHEELING,013,100,17031802403,2579.025225283055,5141.470784218315,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03043020370000,0304302037,Wheeling,TOWN OF WHEELING,013,299,17031802403,207.1685706025358,2917.648639422029,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
03043070430000,0304307043,Buffalo Grove,TOWN OF WHEELING,012,234,17031803013,377.8767791674659,8710.188111847554,17031C,2.6.4.0,17031C_29,2021-03-04,19-05-1451P,6000,Effective,17031C_LOMC34
