pin,pin10,mncplty,pltcltw,assssrn,assssrb,geoid,shp_Lng,shap_Ar,DFIRM_I,VERSION,LOMR_ID,EFF_DAT,CASE_NO,SCALE,STATUS,SOURCE_
12151040160000,1215104016,Schiller Park,TOWN OF LEYDEN,020,278,17031770800,363.95154315389385,6592.730900675021,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151040170000,1215104017,Schiller Park,TOWN OF LEYDEN,020,203,17031770800,364.214913856215,6600.38194063267,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151040180000,1215104018,Schiller Park,TOWN OF LEYDEN,020,278,17031770800,388.63303669941473,8203.73188885413,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151050010000,1215105001,Schiller Park,TOWN OF LEYDEN,020,203,17031770800,346.3949434481274,5414.398110580192,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151050020000,1215105002,Schiller Park,TOWN OF LEYDEN,020,203,17031770800,356.27274126778946,6073.470526059637,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151050030000,1215105003,Schiller Park,TOWN OF LEYDEN,020,203,17031770800,356.0936343814676,6067.684459651035,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151050040000,1215105004,Schiller Park,TOWN OF LEYDEN,020,205,17031770800,355.9931245367165,6066.782175904117,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151050050000,1215105005,Schiller Park,TOWN OF LEYDEN,020,203,17031770800,355.89161725383155,6065.73810756024,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151050060000,1215105006,Schiller Park,TOWN OF LEYDEN,020,203,17031770800,363.68635253112575,6584.626417726293,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151050070000,1215105007,Schiller Park,TOWN OF LEYDEN,020,203,17031770800,363.60563597363495,6585.661127937696,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151050080000,1215105008,Schiller Park,TOWN OF LEYDEN,020,203,17031770800,363.4248183031806,6579.832463584554,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151050090000,1215105009,Schiller Park,TOWN OF LEYDEN,020,202,17031770800,387.55935297196794,8175.2435570377875,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151050100000,1215105010,Schiller Park,TOWN OF LEYDEN,020,203,17031770800,347.71163135041434,5506.4224044908415,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151050110000,1215105011,Schiller Park,TOWN OF LEYDEN,020,203,17031770800,364.3252981953394,6610.569203835666,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151050120000,1215105012,Schiller Park,TOWN OF LEYDEN,020,202,17031770800,364.1957562046957,6606.094621853595,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151050130000,1215105013,Schiller Park,TOWN OF LEYDEN,020,202,17031770800,364.0867133325496,6604.754401559696,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151050140000,1215105014,Schiller Park,TOWN OF LEYDEN,020,202,17031770800,363.9121258537114,6599.31357313467,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151070010000,1215107001,Schiller Park,TOWN OF LEYDEN,020,202,17031770800,353.7959886323526,6631.227505930847,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151070020000,1215107002,Schiller Park,TOWN OF LEYDEN,020,205,17031770800,354.1041105687356,6648.868678654001,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151070030000,1215107003,Schiller Park,TOWN OF LEYDEN,020,202,17031770800,354.1078784759807,6648.996567234365,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151070040000,1215107004,Schiller Park,TOWN OF LEYDEN,020,205,17031770800,354.11104657253463,6649.094429450429,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151070050000,1215107005,Schiller Park,TOWN OF LEYDEN,020,202,17031770800,354.15637907149573,6651.054702822798,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151070060000,1215107006,Schiller Park,TOWN OF LEYDEN,020,203,17031770800,354.0808983547489,6645.582052009574,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151070070000,1215107007,Schiller Park,TOWN OF LEYDEN,020,202,17031770800,354.18558860435957,6651.882779603958,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151070080000,1215107008,Schiller Park,TOWN OF LEYDEN,020,202,17031770800,354.10904095309166,6647.060078402569,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151070090000,1215107009,Schiller Park,TOWN OF LEYDEN,020,206,17031770800,354.1950015516007,6651.503581911362,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151070100000,1215107010,Schiller Park,TOWN OF LEYDEN,020,202,17031770800,354.1991479481769,6650.908851101981,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151070110000,1215107011,Schiller Park,TOWN OF LEYDEN,020,202,17031770800,354.2233706518003,6652.286273860972,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151070120000,1215107012,Schiller Park,TOWN OF LEYDEN,020,203,17031770800,354.18673184378144,6649.903214735771,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151070130000,1215107013,Schiller Park,TOWN OF LEYDEN,020,202,17031770800,354.4089448929027,6662.837257636575,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151070140000,1215107014,Schiller Park,TOWN OF LEYDEN,020,202,17031770800,354.59693198668947,6682.131001470992,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151070150000,1215107015,Schiller Park,TOWN OF LEYDEN,020,202,17031770800,353.9042770115811,6638.655397950714,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151070160000,1215107016,Schiller Park,TOWN OF LEYDEN,020,202,17031770800,353.9478978174371,6640.53603372337,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151070170000,1215107017,Schiller Park,TOWN OF LEYDEN,020,205,17031770800,353.9531431157975,6640.033609850371,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151070180000,1215107018,Schiller Park,TOWN OF LEYDEN,020,203,17031770800,353.97739591783244,6641.394305856909,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151070190000,1215107019,Schiller Park,TOWN OF LEYDEN,020,202,17031770800,353.9020261580148,6636.643106127073,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151070200000,1215107020,Schiller Park,TOWN OF LEYDEN,020,202,17031770800,353.9853022382567,6640.940818481932,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151070210000,1215107021,Schiller Park,TOWN OF LEYDEN,020,202,17031770800,353.9911578617061,6640.460522821437,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151070220000,1215107022,Schiller Park,TOWN OF LEYDEN,020,202,17031770800,354.0146547925286,6641.799193012723,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151070230000,1215107023,Schiller Park,TOWN OF LEYDEN,020,202,17031770800,354.0188715173334,6641.927682379054,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151070240000,1215107024,Schiller Park,TOWN OF LEYDEN,020,202,17031770800,354.0630795543066,6643.803514329235,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151070250000,1215107025,Schiller Park,TOWN OF LEYDEN,020,202,17031770800,354.04818108843574,6642.053907158485,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151070260000,1215107026,Schiller Park,TOWN OF LEYDEN,020,202,17031770800,354.46860935379596,6667.229536963924,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151070270000,1215107027,Schiller Park,TOWN OF LEYDEN,020,211,17031770800,328.10626966507596,4989.431318003874,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151070280000,1215107028,Schiller Park,TOWN OF LEYDEN,020,211,17031770800,328.45089991866087,4996.417142037441,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151070290000,1215107029,Schiller Park,TOWN OF LEYDEN,020,211,17031770800,337.0598521690447,5572.369542317241,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151070300000,1215107030,Schiller Park,TOWN OF LEYDEN,020,211,17031770800,323.3632029972993,5240.241022615244,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151070310000,1215107031,Schiller Park,TOWN OF LEYDEN,020,EX,17031770800,416.55368927261065,10315.921469053417,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151070320000,1215107032,Schiller Park,TOWN OF LEYDEN,020,211,17031770800,357.7007901038192,6289.591451521088,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151070330000,1215107033,Schiller Park,TOWN OF LEYDEN,020,211,17031770800,295.6278383689221,4367.435461107323,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151070340000,1215107034,Schiller Park,TOWN OF LEYDEN,020,211,17031770800,296.20837654794263,4379.946233339903,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151070350000,1215107035,Schiller Park,TOWN OF LEYDEN,020,211,17031770800,296.72861883133737,4388.432473555533,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151070360000,1215107036,Schiller Park,TOWN OF LEYDEN,020,211,17031770800,297.3294707728769,4401.492498685844,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151070370000,1215107037,Schiller Park,TOWN OF LEYDEN,020,211,17031770800,295.90784023472173,4305.781617003478,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151070380000,1215107038,Schiller Park,TOWN OF LEYDEN,020,211,17031770800,296.44870070360497,4315.871979016189,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151080010000,1215108001,Schiller Park,TOWN OF LEYDEN,020,202,17031770800,354.5162704468092,6689.20089015326,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151080020000,1215108002,Schiller Park,TOWN OF LEYDEN,020,202,17031770800,353.4414026592504,6622.238332467716,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151080030000,1215108003,Schiller Park,TOWN OF LEYDEN,020,203,17031770800,353.46203275260086,6622.776681547214,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151080040000,1215108004,Schiller Park,TOWN OF LEYDEN,020,202,17031770800,353.5239446324457,6625.850977657314,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151080050000,1215108005,Schiller Park,TOWN OF LEYDEN,020,202,17031770800,353.5238684198136,6625.139513090056,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151080060000,1215108006,Schiller Park,TOWN OF LEYDEN,020,202,17031770800,353.46522917221296,6621.504215064521,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151080070000,1215108007,Schiller Park,TOWN OF LEYDEN,020,202,17031770800,353.5460849192458,6625.7537505646615,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151080080000,1215108008,Schiller Park,TOWN OF LEYDEN,020,202,17031770800,353.5670813695686,6626.323664082186,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151080090000,1215108009,Schiller Park,TOWN OF LEYDEN,020,203,17031770800,353.5886763989274,6626.910398258921,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151080100000,1215108010,Schiller Park,TOWN OF LEYDEN,020,278,17031770800,353.56997945992157,6625.029350288111,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151080110000,1215108011,Schiller Park,TOWN OF LEYDEN,020,202,17031770800,353.6108104943172,6627.490579628556,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151080120000,1215108012,Schiller Park,TOWN OF LEYDEN,020,202,17031770800,353.63374247973786,6628.1584758022655,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151080130000,1215108013,Schiller Park,TOWN OF LEYDEN,020,202,17031770800,354.33263531425973,6670.447193058118,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151080140000,1215108014,Schiller Park,TOWN OF LEYDEN,020,202,17031770800,354.2558276820352,6670.937761526622,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151080150000,1215108015,Schiller Park,TOWN OF LEYDEN,020,202,17031770800,353.42189185781467,6620.357186831141,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151080160000,1215108016,Schiller Park,TOWN OF LEYDEN,020,202,17031770800,353.44315276626094,6620.923436750648,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151080170000,1215108017,Schiller Park,TOWN OF LEYDEN,020,202,17031770800,353.48392531352556,6623.382404944112,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151080180000,1215108018,Schiller Park,TOWN OF LEYDEN,020,202,17031770800,353.48570683348896,6623.457583739837,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151080190000,1215108019,Schiller Park,TOWN OF LEYDEN,020,203,17031770800,353.46612119292064,6620.8529166204735,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151080200000,1215108020,Schiller Park,TOWN OF LEYDEN,020,202,17031770800,353.52715238156384,6624.567448915397,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151080210000,1215108021,Schiller Park,TOWN OF LEYDEN,020,202,17031770800,353.48892750312075,6622.1736506877205,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151080220000,1215108022,Schiller Park,TOWN OF LEYDEN,020,205,17031770800,353.5502088047545,6625.209089697116,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151080230000,1215108023,Schiller Park,TOWN OF LEYDEN,020,202,17031770800,353.47106060437136,6620.296820787616,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151080240000,1215108024,Schiller Park,TOWN OF LEYDEN,020,203,17031770800,353.57266423856163,6625.7975678175335,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151080250000,1215108025,Schiller Park,TOWN OF LEYDEN,020,202,17031770800,353.53448980940396,6623.415775004387,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151080260000,1215108026,Schiller Park,TOWN OF LEYDEN,020,202,17031770800,354.4523673895403,6679.890807585956,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151080270000,1215108027,Schiller Park,TOWN OF LEYDEN,020,211,17031770800,300.21179724749817,4469.208847253408,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151080280000,1215108028,Schiller Park,TOWN OF LEYDEN,020,211,17031770800,300.752619453885,4478.901790393548,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151080290000,1215108029,Schiller Park,TOWN OF LEYDEN,020,211,17031770800,301.37202007523047,4492.240397631255,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151080300000,1215108030,Schiller Park,TOWN OF LEYDEN,020,211,17031770800,301.9325694634962,4503.016653074693,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151080310000,1215108031,Schiller Park,TOWN OF LEYDEN,020,211,17031770800,302.5331113477323,4516.001423347905,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151080320000,1215108032,Schiller Park,TOWN OF LEYDEN,020,211,17031770800,303.11534591271925,4527.957587228629,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151090010000,1215109001,Schiller Park,TOWN OF LEYDEN,020,202,17031770800,355.1201639313907,6681.560732892596,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151090020000,1215109002,Schiller Park,TOWN OF LEYDEN,020,202,17031770800,354.60788751185106,6651.616616862832,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151090030000,1215109003,Schiller Park,TOWN OF LEYDEN,020,203,17031770800,354.50800259351837,6647.535254197144,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151090040000,1215109004,Schiller Park,TOWN OF LEYDEN,020,202,17031770800,354.507089796413,6648.877019645196,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151090050000,1215109005,Schiller Park,TOWN OF LEYDEN,020,202,17031770800,354.42836898788613,6645.402294197348,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151090060000,1215109006,Schiller Park,TOWN OF LEYDEN,020,202,17031770800,354.42715950044897,6647.426912721452,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151090070000,1215109007,Schiller Park,TOWN OF LEYDEN,020,203,17031770800,354.36674511038024,6645.114447203686,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151090080000,1215109008,Schiller Park,TOWN OF LEYDEN,020,202,17031770800,354.3257820759127,6643.988022713248,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151090090000,1215109009,Schiller Park,TOWN OF LEYDEN,020,203,17031770800,354.2867451995866,6642.958632784087,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151090100000,1215109010,Schiller Park,TOWN OF LEYDEN,020,202,17031770800,354.2467776245723,6641.870443692446,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151090110000,1215109011,Schiller Park,TOWN OF LEYDEN,020,202,17031770800,354.14723339365133,6637.824840392036,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151090120000,1215109012,Schiller Park,TOWN OF LEYDEN,020,203,17031770800,354.1456397218232,6639.133224859599,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151090130000,1215109013,Schiller Park,TOWN OF LEYDEN,020,202,17031770800,355.20839893563937,6705.9156559335615,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151090140000,1215109014,Schiller Park,TOWN OF LEYDEN,020,203,17031770800,354.55750246806406,6649.634131664715,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151090150000,1215109015,Schiller Park,TOWN OF LEYDEN,020,203,17031770800,354.54525527176037,6650.563660125759,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151090160000,1215109016,Schiller Park,TOWN OF LEYDEN,020,203,17031770800,354.4448595881084,6645.772224816905,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151090170000,1215109017,Schiller Park,TOWN OF LEYDEN,020,203,17031770800,354.4451634506146,6647.181004178539,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151090180000,1215109018,Schiller Park,TOWN OF LEYDEN,020,203,17031770800,354.3642050968726,6643.58855698222,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151090190000,1215109019,Schiller Park,TOWN OF LEYDEN,020,202,17031770800,354.3855717898571,6646.271105685124,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151090200000,1215109020,Schiller Park,TOWN OF LEYDEN,020,203,17031770800,354.3474056724053,6644.57349118988,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151090210000,1215109021,Schiller Park,TOWN OF LEYDEN,020,203,17031770800,354.30551686258934,6643.375085901757,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151090220000,1215109022,Schiller Park,TOWN OF LEYDEN,020,203,17031770800,354.2674063549403,6642.417676553769,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151090230000,1215109023,Schiller Park,TOWN OF LEYDEN,020,202,17031770800,354.22486171329086,6641.201614042494,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151090240000,1215109024,Schiller Park,TOWN OF LEYDEN,020,203,17031770800,354.1474119439131,6637.798051722099,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151090250000,1215109025,Schiller Park,TOWN OF LEYDEN,020,203,17031770800,354.14617372676236,6639.10386694222,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151090260000,1215109026,Schiller Park,TOWN OF LEYDEN,020,203,17031770800,355.20715229820877,6705.8358567457235,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151090270000,1215109027,Schiller Park,TOWN OF LEYDEN,020,211,17031770800,331.54405005335923,5035.207015727115,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151090280000,1215109028,Schiller Park,TOWN OF LEYDEN,020,211,17031770800,332.26495064253277,5034.086402236113,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151090290000,1215109029,Schiller Park,TOWN OF LEYDEN,020,211,17031770800,329.25867933795763,5275.502449490562,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151090300000,1215109030,Schiller Park,TOWN OF LEYDEN,020,211,17031770800,345.79032896849634,6414.760399455159,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151090310000,1215109031,Schiller Park,TOWN OF LEYDEN,020,211,17031770800,404.1370276656644,9242.506563487368,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151090320000,1215109032,Schiller Park,TOWN OF LEYDEN,020,211,17031770800,371.488259154193,7097.866815481143,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151090330000,1215109033,Schiller Park,TOWN OF LEYDEN,020,211,17031770800,293.65617504734814,4259.7069664891505,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151090340000,1215109034,Schiller Park,TOWN OF LEYDEN,020,211,17031770800,306.31953840270324,4614.117309413263,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151090350000,1215109035,Schiller Park,TOWN OF LEYDEN,020,211,17031770800,305.64295457083557,4595.945872206633,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151090360000,1215109036,Schiller Park,TOWN OF LEYDEN,020,211,17031770800,305.09272834630207,4585.346987803275,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151100010000,1215110001,Schiller Park,TOWN OF LEYDEN,020,203,17031770800,354.3959762289828,6633.8968458842,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151100020000,1215110002,Schiller Park,TOWN OF LEYDEN,020,202,17031770800,354.6654979904648,6650.382763486949,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151100030000,1215110003,Schiller Park,TOWN OF LEYDEN,020,203,17031770800,354.66552495109016,6650.487138697588,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151100040000,1215110004,Schiller Park,TOWN OF LEYDEN,020,203,17031770800,354.6648685045215,6650.4081749849165,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151100050000,1215110005,Schiller Park,TOWN OF LEYDEN,020,203,17031770800,354.66552343195207,6650.369290660587,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151100060000,1215110006,Schiller Park,TOWN OF LEYDEN,020,205,17031770800,354.7051785579929,6652.859350051964,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151100070000,1215110007,Schiller Park,TOWN OF LEYDEN,020,203,17031770800,354.6245362536009,6647.5705102586535,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
12151100080000,1215110008,Schiller Park,TOWN OF LEYDEN,020,205,17031770800,354.66552699304106,6650.159573209632,17031C,2.4.3.0,17031C_26,2018-12-07,17-05-6422P,12000,Effective,17031C_LOMC31
