tax_code_num,agency_num,agency_name,minor_type
39231,030230000,VILLAGE OF CHICAGO RIDGE,MUNI
39232,030230000,VILLAGE OF CHICAGO RIDGE,MUNI
13058,030240000,CITY OF COUNTRY CLUB HILLS,MUNI
13062,030240000,CITY OF COUNTRY CLUB HILLS,MUNI
13063,030240000,CITY OF COUNTRY CLUB HILLS,MUNI
13065,030240000,CITY OF COUNTRY CLUB HILLS,MUNI
13066,030240000,CITY OF COUNTRY CLUB HILLS,MUNI
13072,030240000,CITY OF COUNTRY CLUB HILLS,MUNI
13073,030240000,CITY OF COUNTRY CLUB HILLS,MUNI
13075,030240000,CITY OF COUNTRY CLUB HILLS,MUNI
13107,030240000,CITY OF COUNTRY CLUB HILLS,MUNI
13110,030240000,CITY OF COUNTRY CLUB HILLS,MUNI
13123,030240000,CITY OF COUNTRY CLUB HILLS,MUNI
13125,030240000,CITY OF COUNTRY CLUB HILLS,MUNI
13135,030240000,CITY OF COUNTRY CLUB HILLS,MUNI
32043,030240000,CITY OF COUNTRY CLUB HILLS,MUNI
32052,030240000,CITY OF COUNTRY CLUB HILLS,MUNI
32057,030240000,CITY OF COUNTRY CLUB HILLS,MUNI
32072,030240000,CITY OF COUNTRY CLUB HILLS,MUNI
32098,030240000,CITY OF COUNTRY CLUB HILLS,MUNI
13163,030240000,CITY OF COUNTRY CLUB HILLS,MUNI
13164,030240000,CITY OF COUNTRY CLUB HILLS,MUNI
13165,030240000,CITY OF COUNTRY CLUB HILLS,MUNI
13216,030240000,CITY OF COUNTRY CLUB HILLS,MUNI
21011,030250000,CITY OF COUNTRYSIDE,MUNI
21017,030250000,CITY OF COUNTRYSIDE,MUNI
21033,030250000,CITY OF COUNTRYSIDE,MUNI
21056,030250000,CITY OF COUNTRYSIDE,MUNI
21064,030250000,CITY OF COUNTRYSIDE,MUNI
21065,030250000,CITY OF COUNTRYSIDE,MUNI
21067,030250000,CITY OF COUNTRYSIDE,MUNI
21088,030250000,CITY OF COUNTRYSIDE,MUNI
21099,030250000,CITY OF COUNTRYSIDE,MUNI
21125,030250000,CITY OF COUNTRYSIDE,MUNI
21126,030250000,CITY OF COUNTRYSIDE,MUNI
21165,030250000,CITY OF COUNTRYSIDE,MUNI
21169,030250000,CITY OF COUNTRYSIDE,MUNI
21253,030250000,CITY OF COUNTRYSIDE,MUNI
21267,030250000,CITY OF COUNTRYSIDE,MUNI
21269,030250000,CITY OF COUNTRYSIDE,MUNI
21277,030250000,CITY OF COUNTRYSIDE,MUNI
21288,030250000,CITY OF COUNTRYSIDE,MUNI
21296,030250000,CITY OF COUNTRYSIDE,MUNI
21305,030250000,CITY OF COUNTRYSIDE,MUNI
13019,030260000,VILLAGE OF CRESTWOOD,MUNI
13028,030260000,VILLAGE OF CRESTWOOD,MUNI
13033,030260000,VILLAGE OF CRESTWOOD,MUNI
13034,030260000,VILLAGE OF CRESTWOOD,MUNI
13035,030260000,VILLAGE OF CRESTWOOD,MUNI
13037,030260000,VILLAGE OF CRESTWOOD,MUNI
13069,030260000,VILLAGE OF CRESTWOOD,MUNI
13113,030260000,VILLAGE OF CRESTWOOD,MUNI
39020,030260000,VILLAGE OF CRESTWOOD,MUNI
39040,030260000,VILLAGE OF CRESTWOOD,MUNI
39078,030260000,VILLAGE OF CRESTWOOD,MUNI
39079,030260000,VILLAGE OF CRESTWOOD,MUNI
39087,030260000,VILLAGE OF CRESTWOOD,MUNI
39100,030260000,VILLAGE OF CRESTWOOD,MUNI
39129,030260000,VILLAGE OF CRESTWOOD,MUNI
39144,030260000,VILLAGE OF CRESTWOOD,MUNI
39180,030260000,VILLAGE OF CRESTWOOD,MUNI
39191,030260000,VILLAGE OF CRESTWOOD,MUNI
39192,030260000,VILLAGE OF CRESTWOOD,MUNI
39194,030260000,VILLAGE OF CRESTWOOD,MUNI
29144,030270000,VILLAGE OF DEER PARK,MUNI
29159,030270000,VILLAGE OF DEER PARK,MUNI
29160,030270000,VILLAGE OF DEER PARK,MUNI
29174,030270000,VILLAGE OF DEER PARK,MUNI
25068,030280000,VILLAGE OF DEERFIELD,MUNI
25143,030280000,VILLAGE OF DEERFIELD,MUNI
25150,030280000,VILLAGE OF DEERFIELD,MUNI
25191,030280000,VILLAGE OF DEERFIELD,MUNI
25207,030280000,VILLAGE OF DEERFIELD,MUNI
25208,030280000,VILLAGE OF DEERFIELD,MUNI
16012,030290000,CITY OF DES PLAINES,MUNI
16019,030290000,CITY OF DES PLAINES,MUNI
16030,030290000,CITY OF DES PLAINES,MUNI
16042,030290000,CITY OF DES PLAINES,MUNI
16054,030290000,CITY OF DES PLAINES,MUNI
16073,030290000,CITY OF DES PLAINES,MUNI
16079,030290000,CITY OF DES PLAINES,MUNI
16080,030290000,CITY OF DES PLAINES,MUNI
16110,030290000,CITY OF DES PLAINES,MUNI
16115,030290000,CITY OF DES PLAINES,MUNI
16119,030290000,CITY OF DES PLAINES,MUNI
22017,030290000,CITY OF DES PLAINES,MUNI
22028,030290000,CITY OF DES PLAINES,MUNI
22029,030290000,CITY OF DES PLAINES,MUNI
22030,030290000,CITY OF DES PLAINES,MUNI
22074,030290000,CITY OF DES PLAINES,MUNI
22077,030290000,CITY OF DES PLAINES,MUNI
22096,030290000,CITY OF DES PLAINES,MUNI
22098,030290000,CITY OF DES PLAINES,MUNI
22117,030290000,CITY OF DES PLAINES,MUNI
22133,030290000,CITY OF DES PLAINES,MUNI
22144,030290000,CITY OF DES PLAINES,MUNI
22147,030290000,CITY OF DES PLAINES,MUNI
22189,030290000,CITY OF DES PLAINES,MUNI
22190,030290000,CITY OF DES PLAINES,MUNI
22191,030290000,CITY OF DES PLAINES,MUNI
22205,030290000,CITY OF DES PLAINES,MUNI
22210,030290000,CITY OF DES PLAINES,MUNI
22211,030290000,CITY OF DES PLAINES,MUNI
22212,030290000,CITY OF DES PLAINES,MUNI
22213,030290000,CITY OF DES PLAINES,MUNI
22214,030290000,CITY OF DES PLAINES,MUNI
38040,030290000,CITY OF DES PLAINES,MUNI
38099,030290000,CITY OF DES PLAINES,MUNI
38130,030290000,CITY OF DES PLAINES,MUNI
16127,030290000,CITY OF DES PLAINES,MUNI
16128,030290000,CITY OF DES PLAINES,MUNI
16131,030290000,CITY OF DES PLAINES,MUNI
22236,030290000,CITY OF DES PLAINES,MUNI
22237,030290000,CITY OF DES PLAINES,MUNI
22239,030290000,CITY OF DES PLAINES,MUNI
22249,030290000,CITY OF DES PLAINES,MUNI
22250,030290000,CITY OF DES PLAINES,MUNI
22251,030290000,CITY OF DES PLAINES,MUNI
22254,030290000,CITY OF DES PLAINES,MUNI
38231,030290000,CITY OF DES PLAINES,MUNI
22262,030290000,CITY OF DES PLAINES,MUNI
22272,030290000,CITY OF DES PLAINES,MUNI
22273,030290000,CITY OF DES PLAINES,MUNI
22274,030290000,CITY OF DES PLAINES,MUNI
37003,030300000,VILLAGE OF DIXMOOR,MUNI
37045,030300000,VILLAGE OF DIXMOOR,MUNI
37137,030300000,VILLAGE OF DIXMOOR,MUNI
37174,030300000,VILLAGE OF DIXMOOR,MUNI
37175,030300000,VILLAGE OF DIXMOOR,MUNI
37208,030300000,VILLAGE OF DIXMOOR,MUNI
37034,030310000,VILLAGE OF DOLTON,MUNI
37035,030310000,VILLAGE OF DOLTON,MUNI
37036,030310000,VILLAGE OF DOLTON,MUNI
37037,030310000,VILLAGE OF DOLTON,MUNI
37038,030310000,VILLAGE OF DOLTON,MUNI
37039,030310000,VILLAGE OF DOLTON,MUNI
37073,030310000,VILLAGE OF DOLTON,MUNI
37124,030310000,VILLAGE OF DOLTON,MUNI
37154,030310000,VILLAGE OF DOLTON,MUNI
37155,030310000,VILLAGE OF DOLTON,MUNI
37197,030310000,VILLAGE OF DOLTON,MUNI
37198,030310000,VILLAGE OF DOLTON,MUNI
37205,030310000,VILLAGE OF DOLTON,MUNI
37217,030310000,VILLAGE OF DOLTON,MUNI
37218,030310000,VILLAGE OF DOLTON,MUNI
37224,030310000,VILLAGE OF DOLTON,MUNI
37236,030310000,VILLAGE OF DOLTON,MUNI
37237,030310000,VILLAGE OF DOLTON,MUNI
37323,030310000,VILLAGE OF DOLTON,MUNI
10072,030320000,VILLAGE OF EAST DUNDEE,MUNI
10142,030320000,VILLAGE OF EAST DUNDEE,MUNI
37066,030330000,VILLAGE OF EAST HAZELCREST,MUNI
37099,030330000,VILLAGE OF EAST HAZELCREST,MUNI
37213,030330000,VILLAGE OF EAST HAZELCREST,MUNI
37214,030330000,VILLAGE OF EAST HAZELCREST,MUNI
37269,030330000,VILLAGE OF EAST HAZELCREST,MUNI
37284,030330000,VILLAGE OF EAST HAZELCREST,MUNI
18015,030340000,CITY OF ELGIN,MUNI
18016,030340000,CITY OF ELGIN,MUNI
18017,030340000,CITY OF ELGIN,MUNI
18020,030340000,CITY OF ELGIN,MUNI
18029,030340000,CITY OF ELGIN,MUNI
18030,030340000,CITY OF ELGIN,MUNI
18035,030340000,CITY OF ELGIN,MUNI
18040,030340000,CITY OF ELGIN,MUNI
18041,030340000,CITY OF ELGIN,MUNI
18127,030340000,CITY OF ELGIN,MUNI
18139,030340000,CITY OF ELGIN,MUNI
18140,030340000,CITY OF ELGIN,MUNI
18146,030340000,CITY OF ELGIN,MUNI
18147,030340000,CITY OF ELGIN,MUNI
18148,030340000,CITY OF ELGIN,MUNI
16033,030350000,VILLAGE OF ELK GROVE VILLAGE,MUNI
16035,030350000,VILLAGE OF ELK GROVE VILLAGE,MUNI
16041,030350000,VILLAGE OF ELK GROVE VILLAGE,MUNI
16064,030350000,VILLAGE OF ELK GROVE VILLAGE,MUNI
16072,030350000,VILLAGE OF ELK GROVE VILLAGE,MUNI
16084,030350000,VILLAGE OF ELK GROVE VILLAGE,MUNI
16094,030350000,VILLAGE OF ELK GROVE VILLAGE,MUNI
16095,030350000,VILLAGE OF ELK GROVE VILLAGE,MUNI
16097,030350000,VILLAGE OF ELK GROVE VILLAGE,MUNI
16099,030350000,VILLAGE OF ELK GROVE VILLAGE,MUNI
16111,030350000,VILLAGE OF ELK GROVE VILLAGE,MUNI
16114,030350000,VILLAGE OF ELK GROVE VILLAGE,MUNI
16116,030350000,VILLAGE OF ELK GROVE VILLAGE,MUNI
16120,030350000,VILLAGE OF ELK GROVE VILLAGE,MUNI
35005,030350000,VILLAGE OF ELK GROVE VILLAGE,MUNI
35020,030350000,VILLAGE OF ELK GROVE VILLAGE,MUNI
35023,030350000,VILLAGE OF ELK GROVE VILLAGE,MUNI
35050,030350000,VILLAGE OF ELK GROVE VILLAGE,MUNI
16135,030350000,VILLAGE OF ELK GROVE VILLAGE,MUNI
16136,030350000,VILLAGE OF ELK GROVE VILLAGE,MUNI
16137,030350000,VILLAGE OF ELK GROVE VILLAGE,MUNI
16138,030350000,VILLAGE OF ELK GROVE VILLAGE,MUNI
16141,030350000,VILLAGE OF ELK GROVE VILLAGE,MUNI
16142,030350000,VILLAGE OF ELK GROVE VILLAGE,MUNI
16143,030350000,VILLAGE OF ELK GROVE VILLAGE,MUNI
16144,030350000,VILLAGE OF ELK GROVE VILLAGE,MUNI
16145,030350000,VILLAGE OF ELK GROVE VILLAGE,MUNI
16146,030350000,VILLAGE OF ELK GROVE VILLAGE,MUNI
16147,030350000,VILLAGE OF ELK GROVE VILLAGE,MUNI
16148,030350000,VILLAGE OF ELK GROVE VILLAGE,MUNI
16149,030350000,VILLAGE OF ELK GROVE VILLAGE,MUNI
16150,030350000,VILLAGE OF ELK GROVE VILLAGE,MUNI
16151,030350000,VILLAGE OF ELK GROVE VILLAGE,MUNI
16152,030350000,VILLAGE OF ELK GROVE VILLAGE,MUNI
16153,030350000,VILLAGE OF ELK GROVE VILLAGE,MUNI
16154,030350000,VILLAGE OF ELK GROVE VILLAGE,MUNI
16156,030350000,VILLAGE OF ELK GROVE VILLAGE,MUNI
16157,030350000,VILLAGE OF ELK GROVE VILLAGE,MUNI
16158,030350000,VILLAGE OF ELK GROVE VILLAGE,MUNI
16162,030350000,VILLAGE OF ELK GROVE VILLAGE,MUNI
16168,030350000,VILLAGE OF ELK GROVE VILLAGE,MUNI
16169,030350000,VILLAGE OF ELK GROVE VILLAGE,MUNI
20031,030370000,VILLAGE OF ELMWOOD PARK,MUNI
20135,030370000,VILLAGE OF ELMWOOD PARK,MUNI
20196,030370000,VILLAGE OF ELMWOOD PARK,MUNI
20235,030370000,VILLAGE OF ELMWOOD PARK,MUNI
20236,030370000,VILLAGE OF ELMWOOD PARK,MUNI
20237,030370000,VILLAGE OF ELMWOOD PARK,MUNI
20238,030370000,VILLAGE OF ELMWOOD PARK,MUNI
20239,030370000,VILLAGE OF ELMWOOD PARK,MUNI
20240,030370000,VILLAGE OF ELMWOOD PARK,MUNI
20241,030370000,VILLAGE OF ELMWOOD PARK,MUNI
20248,030370000,VILLAGE OF ELMWOOD PARK,MUNI
20249,030370000,VILLAGE OF ELMWOOD PARK,MUNI
20262,030370000,VILLAGE OF ELMWOOD PARK,MUNI
20280,030370000,VILLAGE OF ELMWOOD PARK,MUNI
20281,030370000,VILLAGE OF ELMWOOD PARK,MUNI
17001,030380000,CITY OF EVANSTON,MUNI
17002,030380000,CITY OF EVANSTON,MUNI
17004,030380000,CITY OF EVANSTON,MUNI
17005,030380000,CITY OF EVANSTON,MUNI
17007,030380000,CITY OF EVANSTON,MUNI
17008,030380000,CITY OF EVANSTON,MUNI
17009,030380000,CITY OF EVANSTON,MUNI
17010,030380000,CITY OF EVANSTON,MUNI
17011,030380000,CITY OF EVANSTON,MUNI
17013,030380000,CITY OF EVANSTON,MUNI
17014,030380000,CITY OF EVANSTON,MUNI
17015,030380000,CITY OF EVANSTON,MUNI
17016,030380000,CITY OF EVANSTON,MUNI
17017,030380000,CITY OF EVANSTON,MUNI
17018,030380000,CITY OF EVANSTON,MUNI
17019,030380000,CITY OF EVANSTON,MUNI
17020,030380000,CITY OF EVANSTON,MUNI
17021,030380000,CITY OF EVANSTON,MUNI
17022,030380000,CITY OF EVANSTON,MUNI
17023,030380000,CITY OF EVANSTON,MUNI
17024,030380000,CITY OF EVANSTON,MUNI
17025,030380000,CITY OF EVANSTON,MUNI
17026,030380000,CITY OF EVANSTON,MUNI
17027,030380000,CITY OF EVANSTON,MUNI
17028,030380000,CITY OF EVANSTON,MUNI
17029,030380000,CITY OF EVANSTON,MUNI
17030,030380000,CITY OF EVANSTON,MUNI
17031,030380000,CITY OF EVANSTON,MUNI
17032,030380000,CITY OF EVANSTON,MUNI
17033,030380000,CITY OF EVANSTON,MUNI
17034,030380000,CITY OF EVANSTON,MUNI
17035,030380000,CITY OF EVANSTON,MUNI
17036,030380000,CITY OF EVANSTON,MUNI
17037,030380000,CITY OF EVANSTON,MUNI
17038,030380000,CITY OF EVANSTON,MUNI
17039,030380000,CITY OF EVANSTON,MUNI
17040,030380000,CITY OF EVANSTON,MUNI
17041,030380000,CITY OF EVANSTON,MUNI
17042,030380000,CITY OF EVANSTON,MUNI
17043,030380000,CITY OF EVANSTON,MUNI
17044,030380000,CITY OF EVANSTON,MUNI
17045,030380000,CITY OF EVANSTON,MUNI
17046,030380000,CITY OF EVANSTON,MUNI
17047,030380000,CITY OF EVANSTON,MUNI
17048,030380000,CITY OF EVANSTON,MUNI
17049,030380000,CITY OF EVANSTON,MUNI
17050,030380000,CITY OF EVANSTON,MUNI
17051,030380000,CITY OF EVANSTON,MUNI
17052,030380000,CITY OF EVANSTON,MUNI
17053,030380000,CITY OF EVANSTON,MUNI
17054,030380000,CITY OF EVANSTON,MUNI
17055,030380000,CITY OF EVANSTON,MUNI
17056,030380000,CITY OF EVANSTON,MUNI
17057,030380000,CITY OF EVANSTON,MUNI
17058,030380000,CITY OF EVANSTON,MUNI
17059,030380000,CITY OF EVANSTON,MUNI
17060,030380000,CITY OF EVANSTON,MUNI
17061,030380000,CITY OF EVANSTON,MUNI
17062,030380000,CITY OF EVANSTON,MUNI
17063,030380000,CITY OF EVANSTON,MUNI
17064,030380000,CITY OF EVANSTON,MUNI
17065,030380000,CITY OF EVANSTON,MUNI
39018,030390000,VILLAGE OF EVERGREEN PARK,MUNI
39142,030390000,VILLAGE OF EVERGREEN PARK,MUNI
39147,030390000,VILLAGE OF EVERGREEN PARK,MUNI
39170,030390000,VILLAGE OF EVERGREEN PARK,MUNI
39193,030390000,VILLAGE OF EVERGREEN PARK,MUNI
39219,030390000,VILLAGE OF EVERGREEN PARK,MUNI
39233,030390000,VILLAGE OF EVERGREEN PARK,MUNI
12020,030400000,VILLAGE OF FLOSSMOOR,MUNI
12115,030400000,VILLAGE OF FLOSSMOOR,MUNI
32012,030400000,VILLAGE OF FLOSSMOOR,MUNI
32026,030400000,VILLAGE OF FLOSSMOOR,MUNI
32055,030400000,VILLAGE OF FLOSSMOOR,MUNI
32088,030400000,VILLAGE OF FLOSSMOOR,MUNI
32103,030400000,VILLAGE OF FLOSSMOOR,MUNI
32108,030400000,VILLAGE OF FLOSSMOOR,MUNI
32109,030400000,VILLAGE OF FLOSSMOOR,MUNI
32110,030400000,VILLAGE OF FLOSSMOOR,MUNI
32111,030400000,VILLAGE OF FLOSSMOOR,MUNI
32183,030400000,VILLAGE OF FLOSSMOOR,MUNI
32211,030400000,VILLAGE OF FLOSSMOOR,MUNI
12034,030410000,VILLAGE OF FORD HEIGHTS,MUNI
12147,030410000,VILLAGE OF FORD HEIGHTS,MUNI
12163,030410000,VILLAGE OF FORD HEIGHTS,MUNI
12177,030410000,VILLAGE OF FORD HEIGHTS,MUNI
12222,030410000,VILLAGE OF FORD HEIGHTS,MUNI
12240,030410000,VILLAGE OF FORD HEIGHTS,MUNI
12254,030410000,VILLAGE OF FORD HEIGHTS,MUNI
12259,030410000,VILLAGE OF FORD HEIGHTS,MUNI
12260,030410000,VILLAGE OF FORD HEIGHTS,MUNI
31038,030420000,VILLAGE OF FOREST PARK,MUNI
31078,030420000,VILLAGE OF FOREST PARK,MUNI
31123,030420000,VILLAGE OF FOREST PARK,MUNI
31124,030420000,VILLAGE OF FOREST PARK,MUNI
31129,030420000,VILLAGE OF FOREST PARK,MUNI
31142,030420000,VILLAGE OF FOREST PARK,MUNI
31149,030420000,VILLAGE OF FOREST PARK,MUNI
31152,030420000,VILLAGE OF FOREST PARK,MUNI
31197,030420000,VILLAGE OF FOREST PARK,MUNI
31217,030420000,VILLAGE OF FOREST PARK,MUNI
31250,030420000,VILLAGE OF FOREST PARK,MUNI
31251,030420000,VILLAGE OF FOREST PARK,MUNI
31255,030420000,VILLAGE OF FOREST PARK,MUNI
21171,030430000,VILLAGE OF FORESTVIEW,MUNI
36010,030430000,VILLAGE OF FORESTVIEW,MUNI
36011,030430000,VILLAGE OF FORESTVIEW,MUNI
36022,030430000,VILLAGE OF FORESTVIEW,MUNI
36023,030430000,VILLAGE OF FORESTVIEW,MUNI
36025,030430000,VILLAGE OF FORESTVIEW,MUNI
36031,030430000,VILLAGE OF FORESTVIEW,MUNI
36034,030430000,VILLAGE OF FORESTVIEW,MUNI
36042,030430000,VILLAGE OF FORESTVIEW,MUNI
36048,030430000,VILLAGE OF FORESTVIEW,MUNI
36094,030430000,VILLAGE OF FORESTVIEW,MUNI
36095,030430000,VILLAGE OF FORESTVIEW,MUNI
36100,030430000,VILLAGE OF FORESTVIEW,MUNI
36102,030430000,VILLAGE OF FORESTVIEW,MUNI
36116,030430000,VILLAGE OF FORESTVIEW,MUNI
32124,030440000,VILLAGE OF FRANKFORT,MUNI
32144,030440000,VILLAGE OF FRANKFORT,MUNI
20024,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20025,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20026,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20028,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20029,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20030,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20090,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20103,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20104,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20105,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20106,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20107,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20108,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20109,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20110,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20111,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20112,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20137,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20138,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20139,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20140,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20143,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20152,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20156,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20157,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20170,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20174,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20175,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20178,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20181,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20182,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20183,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20184,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20197,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20198,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20199,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20200,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20205,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20206,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20208,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20209,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20210,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20211,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20212,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20213,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20214,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20215,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20216,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20221,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20223,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20224,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20225,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20226,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20230,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20233,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20234,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20243,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20255,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20256,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20258,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20259,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20261,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20263,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20274,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20276,030450000,VILLAGE OF FRANKLIN PARK,MUNI
20278,030450000,VILLAGE OF FRANKLIN PARK,MUNI
23006,030460000,VILLAGE OF GLENCOE,MUNI
23007,030460000,VILLAGE OF GLENCOE,MUNI
23041,030460000,VILLAGE OF GLENCOE,MUNI
25030,030460000,VILLAGE OF GLENCOE,MUNI
25146,030460000,VILLAGE OF GLENCOE,MUNI
23046,030460000,VILLAGE OF GLENCOE,MUNI
23052,030460000,VILLAGE OF GLENCOE,MUNI
22024,030470000,VILLAGE OF GLENVIEW,MUNI
22025,030470000,VILLAGE OF GLENVIEW,MUNI
22064,030470000,VILLAGE OF GLENVIEW,MUNI
22125,030470000,VILLAGE OF GLENVIEW,MUNI
22126,030470000,VILLAGE OF GLENVIEW,MUNI
22127,030470000,VILLAGE OF GLENVIEW,MUNI
22139,030470000,VILLAGE OF GLENVIEW,MUNI
22148,030470000,VILLAGE OF GLENVIEW,MUNI
23004,030470000,VILLAGE OF GLENVIEW,MUNI
23005,030470000,VILLAGE OF GLENVIEW,MUNI
23039,030470000,VILLAGE OF GLENVIEW,MUNI
24010,030470000,VILLAGE OF GLENVIEW,MUNI
24038,030470000,VILLAGE OF GLENVIEW,MUNI
24050,030470000,VILLAGE OF GLENVIEW,MUNI
24052,030470000,VILLAGE OF GLENVIEW,MUNI
25038,030470000,VILLAGE OF GLENVIEW,MUNI
25073,030470000,VILLAGE OF GLENVIEW,MUNI
25074,030470000,VILLAGE OF GLENVIEW,MUNI
25097,030470000,VILLAGE OF GLENVIEW,MUNI
25100,030470000,VILLAGE OF GLENVIEW,MUNI
25103,030470000,VILLAGE OF GLENVIEW,MUNI
25110,030470000,VILLAGE OF GLENVIEW,MUNI
25111,030470000,VILLAGE OF GLENVIEW,MUNI
25115,030470000,VILLAGE OF GLENVIEW,MUNI
25124,030470000,VILLAGE OF GLENVIEW,MUNI
25125,030470000,VILLAGE OF GLENVIEW,MUNI
25126,030470000,VILLAGE OF GLENVIEW,MUNI
25127,030470000,VILLAGE OF GLENVIEW,MUNI
25133,030470000,VILLAGE OF GLENVIEW,MUNI
25139,030470000,VILLAGE OF GLENVIEW,MUNI
25145,030470000,VILLAGE OF GLENVIEW,MUNI
25151,030470000,VILLAGE OF GLENVIEW,MUNI
25153,030470000,VILLAGE OF GLENVIEW,MUNI
25156,030470000,VILLAGE OF GLENVIEW,MUNI
25157,030470000,VILLAGE OF GLENVIEW,MUNI
25158,030470000,VILLAGE OF GLENVIEW,MUNI
25160,030470000,VILLAGE OF GLENVIEW,MUNI
25161,030470000,VILLAGE OF GLENVIEW,MUNI
25164,030470000,VILLAGE OF GLENVIEW,MUNI
25165,030470000,VILLAGE OF GLENVIEW,MUNI
25166,030470000,VILLAGE OF GLENVIEW,MUNI
25167,030470000,VILLAGE OF GLENVIEW,MUNI
25169,030470000,VILLAGE OF GLENVIEW,MUNI
25170,030470000,VILLAGE OF GLENVIEW,MUNI
25171,030470000,VILLAGE OF GLENVIEW,MUNI
25173,030470000,VILLAGE OF GLENVIEW,MUNI
25174,030470000,VILLAGE OF GLENVIEW,MUNI
25175,030470000,VILLAGE OF GLENVIEW,MUNI
25177,030470000,VILLAGE OF GLENVIEW,MUNI
25178,030470000,VILLAGE OF GLENVIEW,MUNI
25179,030470000,VILLAGE OF GLENVIEW,MUNI
25189,030470000,VILLAGE OF GLENVIEW,MUNI
25192,030470000,VILLAGE OF GLENVIEW,MUNI
25198,030470000,VILLAGE OF GLENVIEW,MUNI
25199,030470000,VILLAGE OF GLENVIEW,MUNI
25200,030470000,VILLAGE OF GLENVIEW,MUNI
25204,030470000,VILLAGE OF GLENVIEW,MUNI
25205,030470000,VILLAGE OF GLENVIEW,MUNI
25206,030470000,VILLAGE OF GLENVIEW,MUNI
38178,030470000,VILLAGE OF GLENVIEW,MUNI
25213,030470000,VILLAGE OF GLENVIEW,MUNI
25214,030470000,VILLAGE OF GLENVIEW,MUNI
25215,030470000,VILLAGE OF GLENVIEW,MUNI
22234,030470000,VILLAGE OF GLENVIEW,MUNI
24088,030470000,VILLAGE OF GLENVIEW,MUNI
25218,030470000,VILLAGE OF GLENVIEW,MUNI
25219,030470000,VILLAGE OF GLENVIEW,MUNI
25220,030470000,VILLAGE OF GLENVIEW,MUNI
25221,030470000,VILLAGE OF GLENVIEW,MUNI
